partner_id,partner_typ,anrede,titel,vorname,nachname,firmenname,rechtsform,uid_hrb_nummer,geburtsdatum,geschlecht,nationalitaet,zivilstand,beruf_code,beruf_text,beruf_selbstaendig,sprache,land_wohnsitz,kundensegment,kunde_seit,status,todesdatum,datenschutz_werbung_ok,datenschutz_ki_ok,herkunft,quellsystem_primaer,haushalt_id,ist_persona,erstellt_am,geaendert_am
PTR-00000533,NATUERLICH,Herr,,Thomas,Lutz,,,,1968-02-11,M,DE,VERHEIRATET,B22,Studentin / Student,False,de,DE,PRIVAT,2004-04-01,AKTIV,,true,true,pfefferminz,VERA,HH-000291,false,2004-04-01T09:00:00Z,2004-04-01T09:00:00Z
PTR-00000534,NATUERLICH,Frau,,Julia,Pape,,,,1985-10-25,W,DE,VERWITWET,B15,Köchin / Koch,False,de,DE,PRIVAT,2022-08-01,AKTIV,,false,true,minzia,MINT,HH-000292,false,2022-08-01T09:00:00Z,2022-08-01T09:00:00Z
PTR-00000535,NATUERLICH,Herr,,Murat,Rodríguez,,,,1952-01-21,M,DE,VERHEIRATET,B23,Rentnerin / Rentner,False,fr,CH,PRIVAT,2001-11-01,AKTIV,,false,false,pfefferminz,VERA,HH-000293,false,2001-11-01T09:00:00Z,2001-11-01T09:00:00Z
PTR-00000536,NATUERLICH,Frau,,Claude,Rodríguez,,,,1949-03-16,W,CH,VERHEIRATET,B23,Rentnerin / Rentner,False,fr,CH,PRIVAT,,AKTIV,,true,false,pfefferminz,HAPO,HH-000293,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000537,NATUERLICH,Herr,,Holger,Wagner,,,,1970-03-15,M,DE,LEDIG,B28,Bankangestellte / Bankangestellter,False,de,DE,PRIVAT,2021-04-01,AKTIV,,true,false,minzia,MINT,HH-000294,false,2021-04-01T09:00:00Z,2021-04-01T09:00:00Z
PTR-00000538,NATUERLICH,Frau,,Manon,Morel,,,,2007-06-22,W,TR,LEDIG,B22,Studentin / Student,False,fr,CH,PREMIUM,2025-10-01,AKTIV,,false,true,pfefferminz,MINT,HH-000295,false,2025-10-01T09:00:00Z,2025-10-01T09:00:00Z
PTR-00000539,NATUERLICH,Frau,,Laura,Kühni,,,,1966-06-03,W,IT,GESCHIEDEN,B33,Apothekerin / Apotheker,False,de,CH,PRIVAT,2025-01-01,AKTIV,,true,true,minzia,MINT,HH-000296,false,2025-01-01T09:00:00Z,2025-01-01T09:00:00Z
PTR-00000540,NATUERLICH,Frau,,Anke,Schumacher,,,,1988-06-23,W,TR,LEDIG,B40,Selbständige Unternehmerin / Selbständiger Unternehmer,True,de,DE,PRIVAT,2006-07-01,INAKTIV,,true,false,pfefferminz,VERA,HH-000297,false,2006-07-01T09:00:00Z,2006-07-01T09:00:00Z
PTR-00000541,JURISTISCH,Firma,,,,Ostsee Garage GmbH & Co. KG,KG,HRB 34272,1991-01-01,UNBEKANNT,DE,UNBEKANNT,,,,de,DE,KMU,2017-06-01,AKTIV,,true,false,pfefferminz,HAPO,,false,2017-06-01T09:00:00Z,2017-06-01T09:00:00Z
PTR-00000542,NATUERLICH,Herr,,Luca,Meyer,,,,1990-06-03,M,IT,LEDIG,B09,Maurerin / Maurer,False,de,CH,PRIVAT,2015-03-01,AKTIV,,true,true,pfefferminz,HAPO,HH-000298,false,2015-03-01T09:00:00Z,2015-03-01T09:00:00Z
PTR-00000543,NATUERLICH,Herr,,Norbert,Beck,,,,1991-02-09,M,DE,VERHEIRATET,B10,Ingenieurin / Ingenieur,False,de,DE,PRIVAT,2021-05-01,AKTIV,,true,false,minzia,MINT,HH-000299,false,2021-05-01T09:00:00Z,2021-05-01T09:00:00Z
PTR-00000544,NATUERLICH,Frau,,Melanie,Beck,,,,1989-10-01,W,TR,VERHEIRATET,B10,Ingenieurin / Ingenieur,False,de,DE,PRIVAT,,AKTIV,,true,true,minzia,MINT,HH-000299,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000545,JURISTISCH,Firma,,,,Isar Treuhand GmbH,GmbH,HRB 73867,2011-03-01,UNBEKANNT,DE,UNBEKANNT,,,,de,DE,KMU,2025-09-01,AKTIV,,true,true,minzia,MINT,,false,2025-09-01T09:00:00Z,2025-09-01T09:00:00Z
PTR-00000546,NATUERLICH,,,Sébastien,Fontannaz,,,,1974-05-22,D,CH,VERHEIRATET,B04,Pflegefachfrau / Pflegefachmann,False,fr,CH,PRIVAT,2025-01-01,AKTIV,,false,true,minzia,MINT,HH-000301,false,2025-01-01T09:00:00Z,2025-01-01T09:00:00Z
PTR-00000547,NATUERLICH,Herr,,Théo,Fontannaz,,,,1976-10-13,M,ES,VERHEIRATET,B22,Studentin / Student,False,fr,CH,PRIVAT,,AKTIV,,true,true,minzia,MINT,HH-000301,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000548,NATUERLICH,Frau,,Jade,Fontannaz,,,,1998-10-01,W,CH,LEDIG,B13,Treuhänderin / Treuhänder,False,fr,CH,PRIVAT,,AKTIV,,false,true,minzia,MINT,HH-000301,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000549,NATUERLICH,Herr,,Roman,Rohrer,,,,1984-05-26,M,CH,PARTNERSCHAFT,B36,Gastwirtin / Gastwirt,False,de,CH,PRIVAT,2009-12-01,AKTIV,,true,false,pfefferminz,VERA,HH-000302,false,2009-12-01T09:00:00Z,2009-12-01T09:00:00Z
PTR-00000550,NATUERLICH,Frau,,Ladina,Rohrer,,,,1984-02-26,W,CH,PARTNERSCHAFT,B10,Ingenieurin / Ingenieur,False,de,CH,PRIVAT,2003-09-01,INAKTIV,,true,false,pfefferminz,VERA,HH-000302,false,2003-09-01T09:00:00Z,2003-09-01T09:00:00Z
PTR-00000551,NATUERLICH,Frau,,Nina,Rohrer,,,,2007-02-17,W,CH,LEDIG,B22,Studentin / Student,False,de,CH,PREMIUM,2025-09-01,AKTIV,,true,true,pfefferminz,MINT,HH-000302,false,2025-09-01T09:00:00Z,2025-09-01T09:00:00Z
PTR-00000552,NATUERLICH,Frau,,Fabienne,Rohrer,,,,2007-11-22,W,CH,LEDIG,B09,Maurerin / Maurer,False,de,CH,PRIVAT,,AKTIV,,true,false,pfefferminz,HAPO,HH-000302,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000553,NATUERLICH,Frau,,Svetlana,Tran,,,,1955-07-05,W,DE,LEDIG,B23,Rentnerin / Rentner,False,de,CH,PRIVAT,2025-02-01,AKTIV,,false,true,minzia,MINT,HH-000303,false,2025-02-01T09:00:00Z,2025-02-01T09:00:00Z
PTR-00000554,NATUERLICH,Herr,,Philipp,Huber,,,,1971-04-09,M,RS,VERHEIRATET,B05,Verkäuferin / Verkäufer,False,de,CH,PRIVAT,2002-04-01,AKTIV,,true,true,pfefferminz,VERA,HH-000304,false,2002-04-01T09:00:00Z,2002-04-01T09:00:00Z
PTR-00000555,NATUERLICH,Frau,,Sandra,Huber,,,,1970-10-05,W,CH,VERHEIRATET,B03,Lehrerin / Lehrer,False,de,CH,PRIVAT,1994-10-01,INAKTIV,,false,true,pfefferminz,VERA,HH-000304,false,1994-10-01T09:00:00Z,1994-10-01T09:00:00Z
PTR-00000556,NATUERLICH,Herr,,Pascal,Maurer,,,,1984-10-03,M,DE,VERHEIRATET,B14,Architektin / Architekt,False,de,CH,PRIVAT,2016-09-01,AKTIV,,true,true,pfefferminz,HAPO,HH-000305,false,2016-09-01T09:00:00Z,2016-09-01T09:00:00Z
PTR-00000557,NATUERLICH,Frau,,Emilia,Jung,,,,1990-01-26,W,TR,VERHEIRATET,B35,Verwaltungsangestellte / Verwaltungsangestellter,False,de,DE,PRIVAT,2021-10-01,AKTIV,,true,true,minzia,MINT,HH-000306,false,2021-10-01T09:00:00Z,2021-10-01T09:00:00Z
PTR-00000558,NATUERLICH,Frau,,Lisa,Wolf,,,,1971-05-01,W,DE,PARTNERSCHAFT,B31,Dachdeckerin / Dachdecker,False,de,DE,PRIVAT,2025-08-01,AKTIV,,false,false,pfefferminz,MINT,HH-000307,false,2025-08-01T09:00:00Z,2025-08-01T09:00:00Z
PTR-00000559,NATUERLICH,Herr,,Finn,Wolf,,,,1970-05-05,M,DE,PARTNERSCHAFT,B02,Informatikerin / Informatiker,False,de,DE,PREMIUM,2025-07-01,AKTIV,,true,false,pfefferminz,MINT,HH-000307,false,2025-07-01T09:00:00Z,2025-07-01T09:00:00Z
PTR-00000560,NATUERLICH,Herr,,Murat,Mayer,,,,1993-11-07,M,DE,GESCHIEDEN,B22,Studentin / Student,False,de,DE,PRIVAT,2021-07-01,AKTIV,,false,false,minzia,MINT,HH-000308,false,2021-07-01T09:00:00Z,2021-07-01T09:00:00Z
PTR-00000561,NATUERLICH,Herr,,Jérôme,Nicolet,,,,1975-11-01,M,CH,VERHEIRATET,B21,Beraterin / Berater,False,fr,CH,PRIVAT,2025-04-01,AKTIV,,true,false,minzia,MINT,HH-000309,false,2025-04-01T09:00:00Z,2025-04-01T09:00:00Z
PTR-00000562,NATUERLICH,Frau,,Martine,Mermoud,,,,1975-09-09,W,PT,VERHEIRATET,B03,Lehrerin / Lehrer,False,fr,CH,PRIVAT,2022-05-01,AKTIV,,true,false,minzia,MINT,HH-000309,false,2022-05-01T09:00:00Z,2022-05-01T09:00:00Z
PTR-00000563,NATUERLICH,Herr,,Volker,Kraus,,,,1957-03-08,M,DE,VERHEIRATET,B23,Rentnerin / Rentner,False,de,DE,PREMIUM,2016-01-01,AKTIV,,true,false,pfefferminz,HAPO,HH-000310,false,2016-01-01T09:00:00Z,2016-01-01T09:00:00Z
PTR-00000564,NATUERLICH,Frau,,Katrin,Kraus,,,,1963-01-06,W,DE,VERHEIRATET,B26,Logistikerin / Logistiker,True,de,DE,PRIVAT,,AKTIV,,true,false,pfefferminz,HAPO,HH-000310,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000565,NATUERLICH,Frau,,Christina,Hansen,,,,1987-08-23,W,CH,LEDIG,B05,Verkäuferin / Verkäufer,False,de,DE,PRIVAT,,AKTIV,,true,false,pfefferminz,HAPO,HH-000310,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000566,NATUERLICH,Frau,,Carla,Hassan,,,,1995-02-27,W,DE,VERHEIRATET,B14,Architektin / Architekt,False,de,DE,PRIVAT,2025-12-01,AKTIV,,false,false,pfefferminz,MINT,HH-000311,false,2025-12-01T09:00:00Z,2025-12-01T09:00:00Z
PTR-00000567,NATUERLICH,Herr,,Jonas,Stein,,,,1999-05-22,M,DE,VERHEIRATET,B35,Verwaltungsangestellte / Verwaltungsangestellter,False,de,DE,PREMIUM,2023-12-01,AKTIV,,false,false,pfefferminz,VERA,HH-000311,false,2023-12-01T09:00:00Z,2023-12-01T09:00:00Z
PTR-00000568,NATUERLICH,Frau,,Bettina,Horvat,,,,1967-12-22,W,CH,VERHEIRATET,B11,Ärztin / Arzt,False,de,CH,PRIVAT,2016-01-01,AKTIV,,true,true,pfefferminz,HAPO,HH-000312,false,2016-01-01T09:00:00Z,2016-01-01T09:00:00Z
PTR-00000569,NATUERLICH,Herr,,Beat,Horvat,,,,1968-08-18,M,CH,VERHEIRATET,B01,Kaufmännische Angestellte / Kaufmännischer Angestellter,False,de,CH,PRIVAT,2011-08-01,AKTIV,,false,false,pfefferminz,VERA,HH-000312,false,2011-08-01T09:00:00Z,2011-08-01T09:00:00Z
PTR-00000570,NATUERLICH,Herr,,Andreas,Schulz,,,,1988-02-06,M,DE,LEDIG,B22,Studentin / Student,False,de,DE,PRIVAT,2022-06-01,AKTIV,,false,true,minzia,MINT,HH-000313,false,2022-06-01T09:00:00Z,2022-06-01T09:00:00Z
PTR-00000571,NATUERLICH,Herr,,Hugo,Berthoud,,,,1990-12-28,M,CH,VERHEIRATET,B35,Verwaltungsangestellte / Verwaltungsangestellter,False,fr,CH,PRIVAT,2011-06-01,INAKTIV,,false,false,pfefferminz,HAPO,HH-000314,false,2011-06-01T09:00:00Z,2011-06-01T09:00:00Z
PTR-00000572,NATUERLICH,Frau,,Isabelle,Berthoud,,,,1989-10-08,W,CH,VERHEIRATET,B02,Informatikerin / Informatiker,False,fr,CH,PRIVAT,2014-08-01,INAKTIV,,true,false,pfefferminz,VERA,HH-000314,false,2014-08-01T09:00:00Z,2014-08-01T09:00:00Z
PTR-00000573,NATUERLICH,Frau,,Priska,Koch,,,,1988-05-03,W,CH,VERHEIRATET,B35,Verwaltungsangestellte / Verwaltungsangestellter,False,de,CH,PRIVAT,2007-09-01,AKTIV,,false,false,pfefferminz,VERA,HH-000315,false,2007-09-01T09:00:00Z,2007-09-01T09:00:00Z
PTR-00000574,NATUERLICH,Herr,,Lukas,Vetterli,,,,2004-08-16,M,CH,LEDIG,B08,Schreinerin / Schreiner,False,de,CH,PREMIUM,2025-02-01,AKTIV,,false,true,pfefferminz,MINT,HH-000316,false,2025-02-01T09:00:00Z,2025-02-01T09:00:00Z
PTR-00000575,NATUERLICH,Herr,,Dirk,Hoffmann,,,,1960-09-12,M,TR,PARTNERSCHAFT,B40,Selbständige Unternehmerin / Selbständiger Unternehmer,True,de,DE,PRIVAT,1995-09-01,INAKTIV,,false,true,pfefferminz,VERA,HH-000317,false,1995-09-01T09:00:00Z,1995-09-01T09:00:00Z
PTR-00000576,JURISTISCH,Firma,,,,Rhein Garage e.K.,e.K.,HRB 7789,2004-06-01,UNBEKANNT,DE,UNBEKANNT,,,,de,DE,KMU,2018-07-01,AKTIV,,true,false,pfefferminz,HAPO,,false,2018-07-01T09:00:00Z,2018-07-01T09:00:00Z
PTR-00000577,NATUERLICH,Herr,,Jonas,Schumacher,,,,1986-08-25,M,DE,GESCHIEDEN,B11,Ärztin / Arzt,True,de,DE,PRIVAT,2023-07-01,AKTIV,,false,false,minzia,MINT,HH-000318,false,2023-07-01T09:00:00Z,2023-07-01T09:00:00Z
PTR-00000578,NATUERLICH,Herr,,Thomas,Schneider,,,,1967-12-17,M,AT,VERHEIRATET,B40,Selbständige Unternehmerin / Selbständiger Unternehmer,True,de,CH,PREMIUM,2025-08-01,AKTIV,,true,false,pfefferminz,MINT,HH-000319,false,2025-08-01T09:00:00Z,2025-08-01T09:00:00Z
PTR-00000579,JURISTISCH,Firma,,,,Wasserfallen Physiotherapie AG,AG,CHE-499.375.824,2022-11-01,UNBEKANNT,CH,UNBEKANNT,,,,de,CH,KMU,2009-02-01,INAKTIV,,true,false,pfefferminz,HAPO,,false,2009-02-01T09:00:00Z,2009-02-01T09:00:00Z
PTR-00000580,NATUERLICH,Herr,,Florian,Günther,,,,1984-01-03,M,DE,VERHEIRATET,B23,Rentnerin / Rentner,False,de,DE,PRIVAT,2022-05-01,AKTIV,,true,false,minzia,MINT,HH-000320,false,2022-05-01T09:00:00Z,2022-05-01T09:00:00Z
PTR-00000581,NATUERLICH,Frau,,Annika,Neumann,,,,1981-12-20,W,DE,PARTNERSCHAFT,B06,Elektroinstallateurin / Elektroinstallateur,False,de,DE,PRIVAT,2017-05-01,AKTIV,,true,false,pfefferminz,HAPO,HH-000321,false,2017-05-01T09:00:00Z,2017-05-01T09:00:00Z
PTR-00000582,NATUERLICH,Herr,,Thomas,Richter,,,,1980-04-24,M,DE,LEDIG,B23,Rentnerin / Rentner,False,de,DE,PRIVAT,2021-12-01,AKTIV,,true,true,minzia,MINT,HH-000322,false,2021-12-01T09:00:00Z,2021-12-01T09:00:00Z
PTR-00000583,NATUERLICH,Herr,,Frédéric,Droz,,,,1970-05-06,M,DE,VERHEIRATET,B02,Informatikerin / Informatiker,False,fr,CH,PRIVAT,2002-10-01,AKTIV,,false,true,pfefferminz,VERA,HH-000323,false,2002-10-01T09:00:00Z,2002-10-01T09:00:00Z
PTR-00000584,NATUERLICH,Frau,,Océane,Droz,,,,1971-04-06,W,CH,VERHEIRATET,B35,Verwaltungsangestellte / Verwaltungsangestellter,False,fr,CH,PRIVAT,2022-11-01,INAKTIV,,true,true,pfefferminz,VERA,HH-000323,false,2022-11-01T09:00:00Z,2022-11-01T09:00:00Z
PTR-00000585,NATUERLICH,Frau,,Nathalie,Droz,,,,2007-08-11,W,CH,LEDIG,B22,Studentin / Student,False,fr,CH,PRIVAT,,AKTIV,,true,false,pfefferminz,HAPO,HH-000323,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000586,NATUERLICH,Herr,,Thomas,Matthey,,,,1996-02-22,M,XK,LEDIG,B27,Grafikerin / Grafiker,True,fr,CH,PRIVAT,2014-11-01,AKTIV,,true,true,pfefferminz,VERA,HH-000323,false,2014-11-01T09:00:00Z,2014-11-01T09:00:00Z
PTR-00000587,NATUERLICH,Frau,,Simone,Spörri,,,,1984-11-27,W,CH,LEDIG,B40,Selbständige Unternehmerin / Selbständiger Unternehmer,True,de,CH,PRIVAT,,AKTIV,,true,true,pfefferminz,HAPO,HH-000324,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000588,JURISTISCH,Firma,,,,Mittelland Metzgerei AG,AG,CHE-499.150.722,2022-06-01,UNBEKANNT,CH,UNBEKANNT,,,,de,CH,KMU,2018-05-01,AKTIV,,true,false,pfefferminz,HAPO,,false,2018-05-01T09:00:00Z,2018-05-01T09:00:00Z
PTR-00000589,NATUERLICH,Frau,,Anke,Krüger,,,,1978-08-27,W,DE,VERHEIRATET,B40,Selbständige Unternehmerin / Selbständiger Unternehmer,True,de,DE,PREMIUM,2004-09-01,AKTIV,,true,false,pfefferminz,VERA,HH-000325,false,2004-09-01T09:00:00Z,2004-09-01T09:00:00Z
PTR-00000590,JURISTISCH,Firma,,,,Taunus Kinderkrippe GmbH & Co. KG,KG,HRB 64845,2011-09-01,UNBEKANNT,DE,UNBEKANNT,,,,de,DE,KMU,2012-12-01,AKTIV,,true,true,pfefferminz,HAPO,,false,2012-12-01T09:00:00Z,2012-12-01T09:00:00Z
PTR-00000591,NATUERLICH,Frau,,Chloé,Blanc,,,,1977-04-05,W,IT,PARTNERSCHAFT,B13,Treuhänderin / Treuhänder,True,fr,CH,PREMIUM,2010-11-01,AKTIV,,false,true,pfefferminz,VERA,HH-000326,false,2010-11-01T09:00:00Z,2010-11-01T09:00:00Z
PTR-00000592,NATUERLICH,Herr,,Cédric,Blanc,,,,1972-06-17,M,FR,PARTNERSCHAFT,B09,Maurerin / Maurer,False,fr,CH,PRIVAT,,AKTIV,,false,true,pfefferminz,HAPO,HH-000326,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000593,NATUERLICH,Herr,,Théo,Blanc,,,,2007-01-13,M,CH,LEDIG,B22,Studentin / Student,False,fr,CH,PRIVAT,,AKTIV,,true,true,pfefferminz,HAPO,HH-000326,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000594,NATUERLICH,Frau,,Chantal,Bovet,,,,1967-03-14,W,CH,LEDIG,B08,Schreinerin / Schreiner,False,fr,CH,PRIVAT,2015-07-01,INAKTIV,,true,true,pfefferminz,HAPO,HH-000327,false,2015-07-01T09:00:00Z,2015-07-01T09:00:00Z
PTR-00000595,NATUERLICH,Frau,,Nadine,Lorenz,,,,1991-10-02,W,DE,PARTNERSCHAFT,B23,Rentnerin / Rentner,False,de,DE,PRIVAT,2011-08-01,AKTIV,,false,true,pfefferminz,HAPO,HH-000328,false,2011-08-01T09:00:00Z,2011-08-01T09:00:00Z
PTR-00000596,NATUERLICH,Herr,,Elias,Lorenz,,,,1995-09-20,M,DE,PARTNERSCHAFT,B07,Sanitärinstallateurin / Sanitärinstallateur,False,de,DE,PRIVAT,2025-09-01,AKTIV,,false,true,pfefferminz,MINT,HH-000328,false,2025-09-01T09:00:00Z,2025-09-01T09:00:00Z
PTR-00000597,NATUERLICH,Frau,,Priya,Lorenz,,,,2007-08-17,W,DE,LEDIG,B31,Dachdeckerin / Dachdecker,False,de,DE,PRIVAT,2025-10-01,AKTIV,,false,false,pfefferminz,MINT,HH-000328,false,2025-10-01T09:00:00Z,2025-10-01T09:00:00Z
PTR-00000598,NATUERLICH,Herr,,Niklas,Winkler,,,,2007-01-12,M,DE,LEDIG,B03,Lehrerin / Lehrer,False,de,DE,PRIVAT,2025-03-01,AKTIV,,false,false,pfefferminz,MINT,HH-000328,false,2025-03-01T09:00:00Z,2025-03-01T09:00:00Z
PTR-00000599,NATUERLICH,Frau,,Agnieszka,Silva,,,,1977-12-04,W,CH,GESCHIEDEN,B01,Kaufmännische Angestellte / Kaufmännischer Angestellter,False,de,CH,PRIVAT,1996-01-01,AKTIV,,true,false,pfefferminz,VERA,HH-000329,false,1996-01-01T09:00:00Z,1996-01-01T09:00:00Z
PTR-00000600,NATUERLICH,Frau,,Sara,Rudolf,,,,1965-07-12,W,CH,VERHEIRATET,B05,Verkäuferin / Verkäufer,False,de,CH,PRIVAT,2012-06-01,AKTIV,,true,false,pfefferminz,HAPO,HH-000330,false,2012-06-01T09:00:00Z,2012-06-01T09:00:00Z
PTR-00000601,NATUERLICH,Herr,,Roger,Bader,,,,1965-05-15,M,CH,VERHEIRATET,B03,Lehrerin / Lehrer,False,de,CH,PRIVAT,,AKTIV,,false,false,pfefferminz,HAPO,HH-000330,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000602,NATUERLICH,Herr,,David,Rudolf,,,,2000-08-28,M,CH,LEDIG,B36,Gastwirtin / Gastwirt,True,de,CH,PRIVAT,2022-12-01,AKTIV,,true,true,pfefferminz,VERA,HH-000330,false,2022-12-01T09:00:00Z,2022-12-01T09:00:00Z
PTR-00000603,NATUERLICH,Frau,,Fabienne,Rudolf,,,,1989-11-03,W,CH,LEDIG,B30,Forstwartin / Forstwart,False,de,CH,PRIVAT,2007-12-01,AKTIV,,false,false,pfefferminz,VERA,HH-000330,false,2007-12-01T09:00:00Z,2007-12-01T09:00:00Z
PTR-00000604,NATUERLICH,Frau,,Selina,Wyss,,,,1975-11-02,W,CH,VERHEIRATET,B23,Rentnerin / Rentner,False,de,CH,PRIVAT,2015-06-01,AKTIV,,true,true,pfefferminz,HAPO,HH-000331,false,2015-06-01T09:00:00Z,2015-06-01T09:00:00Z
PTR-00000605,NATUERLICH,Frau,,Selina,Gerber,,,,2004-12-18,W,CH,LEDIG,B22,Studentin / Student,False,de,CH,PRIVAT,2025-04-01,AKTIV,,false,false,pfefferminz,MINT,HH-000332,false,2025-04-01T09:00:00Z,2025-04-01T09:00:00Z
PTR-00000606,NATUERLICH,Herr,,Kevin,Schmidt,,,,1987-08-28,M,DE,LEDIG,B01,Kaufmännische Angestellte / Kaufmännischer Angestellter,False,de,DE,PRIVAT,2021-06-01,AKTIV,,false,true,minzia,MINT,HH-000333,false,2021-06-01T09:00:00Z,2021-06-01T09:00:00Z
PTR-00000607,NATUERLICH,Herr,,Andreas,Stoll,,,,1967-12-15,M,CH,VERWITWET,B04,Pflegefachfrau / Pflegefachmann,False,de,CH,PRIVAT,2025-09-01,AKTIV,,false,true,minzia,MINT,HH-000334,false,2025-09-01T09:00:00Z,2025-09-01T09:00:00Z
PTR-00000608,NATUERLICH,Herr,,Frédéric,Golay,,,,1974-10-16,M,CH,VERHEIRATET,B02,Informatikerin / Informatiker,False,fr,CH,PRIVAT,2003-04-01,AKTIV,,true,false,pfefferminz,VERA,HH-000335,false,2003-04-01T09:00:00Z,2003-04-01T09:00:00Z
PTR-00000609,NATUERLICH,Frau,,Sandrine,Golay,,,,1970-03-07,W,CH,VERHEIRATET,B10,Ingenieurin / Ingenieur,False,fr,CH,PRIVAT,1992-10-01,INAKTIV,,true,false,pfefferminz,VERA,HH-000335,false,1992-10-01T09:00:00Z,1992-10-01T09:00:00Z
PTR-00000610,NATUERLICH,Frau,,Brigitte,Nikolić,,,,1958-06-22,W,DE,GESCHIEDEN,B23,Rentnerin / Rentner,False,de,DE,PRIVAT,2024-06-01,AKTIV,,false,true,minzia,MINT,HH-000336,false,2024-06-01T09:00:00Z,2024-06-01T09:00:00Z
PTR-00000611,NATUERLICH,Frau,,Esther,Fischer,,,,1964-11-22,W,IT,VERHEIRATET,B16,Chauffeuse / Chauffeur,False,de,CH,PRIVAT,1997-09-01,AKTIV,,true,false,pfefferminz,VERA,HH-000337,false,1997-09-01T09:00:00Z,1997-09-01T09:00:00Z
PTR-00000612,NATUERLICH,Herr,,Hanspeter,Brunner,,,,1963-03-19,M,DE,VERHEIRATET,B25,Mechanikerin / Mechaniker,False,de,CH,PRIVAT,2023-03-01,AKTIV,,false,false,pfefferminz,VERA,HH-000337,false,2023-03-01T09:00:00Z,2023-03-01T09:00:00Z
PTR-00000613,NATUERLICH,Herr,,Jean,Mermoud,,,,1952-08-10,M,CH,VERHEIRATET,B23,Rentnerin / Rentner,False,fr,CH,PRIVAT,2014-07-01,AKTIV,,true,false,pfefferminz,HAPO,HH-000338,false,2014-07-01T09:00:00Z,2014-07-01T09:00:00Z
PTR-00000614,NATUERLICH,Frau,,Chantal,Mottier,,,,1954-08-27,W,DE,VERHEIRATET,B23,Rentnerin / Rentner,False,fr,CH,PRIVAT,,AKTIV,,true,false,pfefferminz,HAPO,HH-000338,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000615,NATUERLICH,Herr,,Maxime,Fournier,,,,1983-09-26,M,CH,LEDIG,B07,Sanitärinstallateurin / Sanitärinstallateur,False,fr,CH,PRIVAT,,AKTIV,,true,true,pfefferminz,HAPO,HH-000338,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000616,NATUERLICH,Frau,,Regula,Hess,,,,1961-08-26,W,CH,VERWITWET,B09,Maurerin / Maurer,False,de,CH,PREMIUM,2016-09-01,AKTIV,,false,false,pfefferminz,HAPO,HH-000339,false,2016-09-01T09:00:00Z,2016-09-01T09:00:00Z
PTR-00000617,NATUERLICH,Frau,,Lena,Heiniger,,,,1986-11-20,W,CH,PARTNERSCHAFT,B40,Selbständige Unternehmerin / Selbständiger Unternehmer,True,de,CH,PRIVAT,2022-07-01,AKTIV,,false,true,pfefferminz,VERA,HH-000340,false,2022-07-01T09:00:00Z,2022-07-01T09:00:00Z
PTR-00000618,JURISTISCH,Firma,,,,Limmat Apotheke GmbH,GmbH,CHE-499.082.463,2001-12-01,UNBEKANNT,CH,UNBEKANNT,,,,fr,CH,KMU,2008-04-01,AKTIV,,true,false,pfefferminz,HAPO,,false,2008-04-01T09:00:00Z,2008-04-01T09:00:00Z
PTR-00000619,NATUERLICH,Herr,,Rolf,Frei,,,,1960-08-27,M,CH,VERHEIRATET,B23,Rentnerin / Rentner,False,de,CH,PREMIUM,2013-10-01,AKTIV,,true,true,pfefferminz,VERA,HH-000341,false,2013-10-01T09:00:00Z,2013-10-01T09:00:00Z
PTR-00000620,NATUERLICH,Frau,,Corinne,Frei,,,,1962-11-22,W,DE,VERHEIRATET,B05,Verkäuferin / Verkäufer,False,de,CH,PREMIUM,2009-10-01,AKTIV,,false,true,pfefferminz,VERA,HH-000341,false,2009-10-01T09:00:00Z,2009-10-01T09:00:00Z
PTR-00000621,NATUERLICH,Herr,Dr.,Yannick,Frei,,,,1991-10-18,M,CH,LEDIG,B11,Ärztin / Arzt,False,de,CH,PRIVAT,2012-02-01,AKTIV,,false,false,pfefferminz,VERA,HH-000341,false,2012-02-01T09:00:00Z,2012-02-01T09:00:00Z
PTR-00000622,NATUERLICH,Herr,,Cyrill,Kuhn,,,,1992-01-04,M,CH,LEDIG,B01,Kaufmännische Angestellte / Kaufmännischer Angestellter,False,de,CH,PRIVAT,,AKTIV,,true,false,pfefferminz,HAPO,HH-000341,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
