adresse_id,partner_id,adresse_typ,strasse,hausnummer,plz,ort,region,land,tarifzone,gueltig_von,gueltig_bis,ist_aktuell
ADR-00000438,PTR-00000348,WOHNSITZ,Müllerpfad,24,06120,Halle (Saale),ST,DE,2,2019-02-23,,true
ADR-00000439,PTR-00000349,WOHNSITZ,Müllerpfad,24,06120,Halle (Saale),ST,DE,2,1998-01-25,,true
ADR-00000440,PTR-00000350,WOHNSITZ,Stegkamp,99,59065,Hamm,NW,DE,2,2019-04-18,2023-02-21,false
ADR-00000441,PTR-00000350,WOHNSITZ,Müllerpfad,24,06120,Halle (Saale),ST,DE,2,2023-02-22,,true
ADR-00000442,PTR-00000351,WOHNSITZ,Kirchplatz,7a,44135,Dortmund,NW,DE,2,2015-09-22,2022-08-30,false
ADR-00000443,PTR-00000351,WOHNSITZ,Müllerpfad,24,06120,Halle (Saale),ST,DE,2,2022-08-31,,true
ADR-00000444,PTR-00000352,WOHNSITZ,Sandring,47c,34212,Melsungen,HE,DE,3,2011-11-07,2024-05-17,false
ADR-00000445,PTR-00000352,WOHNSITZ,Müllerpfad,24,06120,Halle (Saale),ST,DE,2,2024-05-18,,true
ADR-00000446,PTR-00000353,WOHNSITZ,Kornstrasse,35,4104,Oberwil BL,BL,CH,2,2019-11-07,2024-07-10,false
ADR-00000447,PTR-00000353,WOHNSITZ,Rebstockgasse,90,8800,Thalwil,ZH,CH,2,2024-07-11,,true
ADR-00000448,PTR-00000354,WOHNSITZ,Herbstmatte,67,8050,Zürich,ZH,CH,1,2012-01-18,,true
ADR-00000449,PTR-00000355,WOHNSITZ,Herbstmatte,67,8050,Zürich,ZH,CH,1,2007-07-07,,true
ADR-00000450,PTR-00000356,WOHNSITZ,Herbstmatte,67,8050,Zürich,ZH,CH,1,2009-12-24,,true
ADR-00000451,PTR-00000357,WOHNSITZ,Herbstmatte,67,8050,Zürich,ZH,CH,1,2014-03-27,,true
ADR-00000452,PTR-00000358,WOHNSITZ,Bachplatz,117c,13405,Berlin,BE,DE,1,2019-03-04,2025-05-23,false
ADR-00000453,PTR-00000358,WOHNSITZ,Schwalbensteig,11,06120,Halle (Saale),ST,DE,2,2025-05-24,,true
ADR-00000454,PTR-00000359,GESCHAEFTSSITZ,Kirchallee,17c,38100,Braunschweig,NI,DE,2,1989-05-01,,true
ADR-00000455,PTR-00000360,WOHNSITZ,Frühlingsmatte,77,2500,Biel/Bienne,BE,CH,1,2020-08-31,,true
ADR-00000456,PTR-00000361,WOHNSITZ,Frühlingsmatte,77,2500,Biel/Bienne,BE,CH,1,2020-04-01,,true
ADR-00000457,PTR-00000362,WOHNSITZ,Brunnenring,88,8708,Männedorf,ZH,CH,2,2006-03-29,,true
ADR-00000458,PTR-00000363,WOHNSITZ,Felsrain,46,4900,Langenthal,BE,CH,2,2011-05-25,2023-12-29,false
ADR-00000459,PTR-00000363,WOHNSITZ,Brunnenring,88,8708,Männedorf,ZH,CH,2,2023-12-30,,true
ADR-00000460,PTR-00000364,WOHNSITZ,Moosgasse,36,20249,Hamburg,HH,DE,1,2002-08-18,,true
ADR-00000461,PTR-00000365,WOHNSITZ,Moosgasse,36,20249,Hamburg,HH,DE,1,2009-06-09,,true
ADR-00000462,PTR-00000366,WOHNSITZ,Gerberpfad,136,40213,Düsseldorf,NW,DE,1,2011-09-11,,true
ADR-00000463,PTR-00000367,GESCHAEFTSSITZ,Sandkamp,76,50667,Köln,NW,DE,1,2003-02-01,,true
ADR-00000464,PTR-00000368,WOHNSITZ,Forellenacker,143,8001,Zürich,ZH,CH,1,2011-10-17,,true
ADR-00000465,PTR-00000369,WOHNSITZ,Hopfensteig,97,4153,Reinach BL,BL,CH,2,2003-04-28,2023-05-11,false
ADR-00000466,PTR-00000369,WOHNSITZ,Ulmenhalde,13,9630,Wattwil,SG,CH,2,2023-05-12,,true
ADR-00000467,PTR-00000370,WOHNSITZ,Gartengasse,113,79761,Waldshut-Tiengen,BW,DE,3,2020-09-07,,true
ADR-00000468,PTR-00000371,WOHNSITZ,Gartengasse,113,79761,Waldshut-Tiengen,BW,DE,3,2021-11-23,,true
ADR-00000469,PTR-00000372,WOHNSITZ,Roggenpfad,46,58095,Hagen,NW,DE,2,2021-07-21,,true
ADR-00000470,PTR-00000373,WOHNSITZ,Roggenpfad,46,58095,Hagen,NW,DE,2,2021-06-02,,true
ADR-00000471,PTR-00000374,WOHNSITZ,Tonallee,53,15806,Zossen,BB,DE,3,2008-12-03,,true
ADR-00000472,PTR-00000375,WOHNSITZ,Stegpfad,7,17192,Waren (Müritz),MV,DE,3,2012-10-27,2022-09-13,false
ADR-00000473,PTR-00000375,WOHNSITZ,Tonallee,53,15806,Zossen,BB,DE,3,2022-09-14,,true
ADR-00000474,PTR-00000376,WOHNSITZ,Promenade des Châtaigniers,6,1337,Vallorbe,VD,CH,2,2019-03-04,2024-04-29,false
ADR-00000475,PTR-00000376,WOHNSITZ,Allée des Jardins,142,1337,Vallorbe,VD,CH,2,2024-04-30,,true
ADR-00000476,PTR-00000377,WOHNSITZ,Via dei Tigli,174,6900,Lugano,TI,CH,1,2005-09-26,,true
ADR-00000477,PTR-00000378,GESCHAEFTSSITZ,Sonnenstrasse,18,9200,Gossau SG,SG,CH,2,1989-09-01,,true
ADR-00000478,PTR-00000379,WOHNSITZ,Nordsteig,153,55411,Bingen am Rhein,RP,DE,3,2024-06-21,,true
ADR-00000479,PTR-00000380,WOHNSITZ,Herbstgasse,129,4622,Egerkingen,SO,CH,2,2011-04-01,2022-10-21,false
ADR-00000480,PTR-00000380,WOHNSITZ,Posthof,100,3098,Köniz,BE,CH,2,2022-10-22,,true
ADR-00000481,PTR-00000381,WOHNSITZ,Posthof,100,3098,Köniz,BE,CH,2,2016-09-23,,true
ADR-00000482,PTR-00000382,WOHNSITZ,Nelkenstrasse,97,8400,Winterthur,ZH,CH,1,2017-05-02,2023-04-14,false
ADR-00000483,PTR-00000382,WOHNSITZ,Posthof,100,3098,Köniz,BE,CH,2,2023-04-15,,true
ADR-00000484,PTR-00000383,WOHNSITZ,Posthof,100,3098,Köniz,BE,CH,2,2002-01-12,,true
ADR-00000485,PTR-00000384,WOHNSITZ,Lindenacker,126,6280,Hochdorf,LU,CH,2,2004-06-15,,true
ADR-00000486,PTR-00000385,WOHNSITZ,Schulsteig,9,8340,Hinwil,ZH,CH,2,2023-01-28,,true
ADR-00000487,PTR-00000386,WOHNSITZ,Schulsteig,9,8340,Hinwil,ZH,CH,2,2017-01-11,,true
ADR-00000488,PTR-00000387,WOHNSITZ,Kupferhof,91,72070,Tübingen,BW,DE,3,2025-02-28,,true
ADR-00000489,PTR-00000388,WOHNSITZ,Piazza dei Volpi,135,6500,Bellinzona,TI,CH,2,2005-03-10,,true
ADR-00000490,PTR-00000389,WOHNSITZ,Piazza dei Volpi,135,6500,Bellinzona,TI,CH,2,2003-12-04,,true
ADR-00000491,PTR-00000390,WOHNSITZ,Piazza dei Volpi,135,6500,Bellinzona,TI,CH,2,2021-01-12,,true
ADR-00000492,PTR-00000391,WOHNSITZ,Piazza dei Volpi,135,6500,Bellinzona,TI,CH,2,2002-06-20,,true
ADR-00000493,PTR-00000392,WOHNSITZ,Piazza dei Volpi,135,6500,Bellinzona,TI,CH,2,2002-04-12,,true
ADR-00000494,PTR-00000393,WOHNSITZ,Schulkamp,47,07743,Jena,TH,DE,2,2012-11-23,2023-09-25,false
ADR-00000495,PTR-00000393,WOHNSITZ,Kalksteig,72,55743,Idar-Oberstein,RP,DE,3,2023-09-26,,true
ADR-00000496,PTR-00000394,WOHNSITZ,Kalksteig,72,55743,Idar-Oberstein,RP,DE,3,2018-02-19,,true
ADR-00000497,PTR-00000395,WOHNSITZ,Frühlingsweg,61,81241,München,BY,DE,1,2004-09-08,2025-07-24,false
ADR-00000498,PTR-00000395,WOHNSITZ,Kalksteig,72,55743,Idar-Oberstein,RP,DE,3,2025-07-25,,true
ADR-00000499,PTR-00000396,WOHNSITZ,Kalksteig,72,55743,Idar-Oberstein,RP,DE,3,2013-06-26,,true
ADR-00000500,PTR-00000397,WOHNSITZ,Föhrenhof,124,47051,Duisburg,NW,DE,2,2006-12-30,,true
ADR-00000501,PTR-00000398,WOHNSITZ,Föhrenhof,124,47051,Duisburg,NW,DE,2,1997-05-31,,true
ADR-00000502,PTR-00000399,WOHNSITZ,Föhrenhof,124,47051,Duisburg,NW,DE,2,2001-05-10,,true
ADR-00000503,PTR-00000400,WOHNSITZ,Inselsteig,62,4632,Trimbach,SO,CH,2,2009-08-24,,true
ADR-00000504,PTR-00000401,WOHNSITZ,Holunderstraße,79,45127,Essen,NW,DE,2,1998-02-09,,true
ADR-00000505,PTR-00000402,WOHNSITZ,Holunderstraße,79,45127,Essen,NW,DE,2,1997-07-14,,true
ADR-00000506,PTR-00000403,WOHNSITZ,Ackerdamm,74,21073,Hamburg,HH,DE,1,2012-01-20,,true
ADR-00000507,PTR-00000404,WOHNSITZ,Ackerdamm,74,21073,Hamburg,HH,DE,1,2013-06-14,,true
ADR-00000508,PTR-00000405,WOHNSITZ,Ackerdamm,74,21073,Hamburg,HH,DE,1,2013-10-30,,true
ADR-00000509,PTR-00000406,WOHNSITZ,Ackerdamm,74,21073,Hamburg,HH,DE,1,1997-01-21,,true
ADR-00000510,PTR-00000407,WOHNSITZ,Ulmengasse,134,7402,Bonaduz,GR,CH,3,1998-03-08,,true
ADR-00000511,PTR-00000408,GESCHAEFTSSITZ,Sternenweg,83,8057,Zürich,ZH,CH,1,1984-12-01,,true
ADR-00000512,PTR-00000409,WOHNSITZ,Falkenmatte,8,3000,Bern,BE,CH,1,2009-12-18,,true
ADR-00000513,PTR-00000410,WOHNSITZ,Bergweg,14,48143,Münster,NW,DE,2,2020-05-25,,true
ADR-00000514,PTR-00000411,WOHNSITZ,Rehweg,11,8604,Volketswil,ZH,CH,2,2017-11-17,,true
ADR-00000515,PTR-00000412,WOHNSITZ,Rehweg,11,8604,Volketswil,ZH,CH,2,2024-02-23,,true
ADR-00000516,PTR-00000413,WOHNSITZ,Impasse des Alouettes,23,1227,Carouge GE,GE,CH,1,2009-02-06,,true
ADR-00000517,PTR-00000414,WOHNSITZ,Impasse des Alouettes,23,1227,Carouge GE,GE,CH,1,2018-12-12,,true
ADR-00000518,PTR-00000415,WOHNSITZ,Kastaniensteig,48,8280,Kreuzlingen,TG,CH,2,2007-03-30,2022-11-17,false
ADR-00000519,PTR-00000415,WOHNSITZ,Impasse des Alouettes,23,1227,Carouge GE,GE,CH,1,2022-11-18,,true
ADR-00000520,PTR-00000416,WOHNSITZ,Birkenweg,40a,28195,Bremen,HB,DE,2,2008-10-12,,true
ADR-00000521,PTR-00000417,WOHNSITZ,Weihergasse,74,23936,Grevesmühlen,MV,DE,3,2005-02-24,2023-02-06,false
ADR-00000522,PTR-00000417,WOHNSITZ,Birkenweg,40a,28195,Bremen,HB,DE,2,2023-02-07,,true
ADR-00000523,PTR-00000418,WOHNSITZ,Müllerdamm,57c,20357,Hamburg,HH,DE,1,2001-02-15,,true
ADR-00000524,PTR-00000419,WOHNSITZ,Tulpenallee,118,10585,Berlin,BE,DE,1,2002-02-19,2024-01-20,false
ADR-00000525,PTR-00000419,WOHNSITZ,Lindenpfad,52,01309,Dresden,SN,DE,2,2024-01-21,,true
ADR-00000526,PTR-00000420,WOHNSITZ,Lindenpfad,52,01309,Dresden,SN,DE,2,2012-11-26,,true
ADR-00000527,PTR-00000421,WOHNSITZ,Schulpfad,139,22297,Hamburg,HH,DE,1,2014-08-30,,true
ADR-00000528,PTR-00000422,WOHNSITZ,Eschenpfad,139a,13086,Berlin,BE,DE,1,2013-02-09,,true
ADR-00000529,PTR-00000423,WOHNSITZ,Ahornpfad,113,18437,Stralsund,MV,DE,3,2014-09-10,,true
ADR-00000530,PTR-00000424,WOHNSITZ,Falkenring,134,6210,Sursee,LU,CH,2,2005-03-31,,true
ADR-00000531,PTR-00000425,WOHNSITZ,Kalkallee,151,26603,Aurich,NI,DE,3,2009-11-22,,true
ADR-00000532,PTR-00000426,WOHNSITZ,Kalkallee,151,26603,Aurich,NI,DE,3,2010-03-14,,true
ADR-00000533,PTR-00000427,WOHNSITZ,Kalkallee,151,26603,Aurich,NI,DE,3,2022-12-04,,true
ADR-00000534,PTR-00000428,WOHNSITZ,Kalkallee,151,26603,Aurich,NI,DE,3,2019-02-16,,true
ADR-00000535,PTR-00000429,WOHNSITZ,Kalkallee,151,26603,Aurich,NI,DE,3,2002-10-29,,true
ADR-00000536,PTR-00000430,WOHNSITZ,Tulpenring,167a,38100,Braunschweig,NI,DE,2,2010-10-31,2023-03-27,false
ADR-00000537,PTR-00000430,WOHNSITZ,Ostdamm,71,46395,Bocholt,NW,DE,3,2023-03-28,,true
ADR-00000538,PTR-00000431,GESCHAEFTSSITZ,Edelweissplatz,163,71083,Herrenberg,BW,DE,3,2011-09-01,,true
ADR-00000539,PTR-00000432,WOHNSITZ,Kalkkamp,124,07743,Jena,TH,DE,2,2024-09-25,,true
ADR-00000540,PTR-00000433,WOHNSITZ,Schulhof,175,96047,Bamberg,BY,DE,3,2015-05-15,,true
ADR-00000541,PTR-00000434,WOHNSITZ,Schulhof,175,96047,Bamberg,BY,DE,3,2022-09-14,,true
ADR-00000542,PTR-00000435,WOHNSITZ,Hopfenplatz,78,95444,Bayreuth,BY,DE,3,2008-12-09,,true
ADR-00000543,PTR-00000436,WOHNSITZ,Sentier des Îles,94,1205,Genève,GE,CH,1,2006-10-05,,true
ADR-00000544,PTR-00000437,GESCHAEFTSSITZ,Edelweisssteig,61,9100,Herisau,AR,CH,3,2012-07-01,,true
ADR-00000545,PTR-00000438,WOHNSITZ,Adlerdamm,76a,53111,Bonn,NW,DE,2,2023-03-17,,true
ADR-00000546,PTR-00000439,WOHNSITZ,Adlerdamm,76a,53111,Bonn,NW,DE,2,1996-02-18,,true
ADR-00000547,PTR-00000440,WOHNSITZ,Piazza dei Laghi,64,6710,Biasca,TI,CH,2,2021-08-14,,true
ADR-00000548,PTR-00000441,WOHNSITZ,Piazza dei Laghi,64,6710,Biasca,TI,CH,2,1997-10-13,,true
ADR-00000549,PTR-00000442,WOHNSITZ,Piazza dei Laghi,64,6710,Biasca,TI,CH,2,1998-11-14,,true
ADR-00000550,PTR-00000443,WOHNSITZ,Adlersteig,47,2500,Biel/Bienne,BE,CH,1,2021-09-01,,true
ADR-00000551,PTR-00000444,WOHNSITZ,Alpenrosenplatz,93b,4053,Basel,BS,CH,1,2006-02-27,2022-04-17,false
ADR-00000552,PTR-00000444,WOHNSITZ,Adlersteig,47,2500,Biel/Bienne,BE,CH,1,2022-04-18,,true
ADR-00000553,PTR-00000445,WOHNSITZ,Impasse des Œillets,110,1201,Genève,GE,CH,1,2011-10-14,2023-03-05,false
ADR-00000554,PTR-00000445,WOHNSITZ,Route des Érables,157,1290,Versoix,GE,CH,1,2023-03-06,,true
ADR-00000555,PTR-00000446,WOHNSITZ,Route des Érables,157,1290,Versoix,GE,CH,1,2021-04-06,,true
ADR-00000556,PTR-00000447,WOHNSITZ,Feldhof,153,59174,Kamen,NW,DE,3,2004-01-11,,true
ADR-00000557,PTR-00000448,WOHNSITZ,Feldhof,153,59174,Kamen,NW,DE,3,1996-07-07,,true
ADR-00000558,PTR-00000449,WOHNSITZ,Feldhof,153,59174,Kamen,NW,DE,3,2020-04-27,,true
ADR-00000559,PTR-00000450,WOHNSITZ,Heidematte,173,2500,Biel/Bienne,BE,CH,1,2001-04-08,2023-06-13,false
ADR-00000560,PTR-00000450,WOHNSITZ,Färberhalde,110,8330,Pfäffikon ZH,ZH,CH,2,2023-06-14,,true
ADR-00000561,PTR-00000451,WOHNSITZ,Färberhalde,110,8330,Pfäffikon ZH,ZH,CH,2,2016-09-11,,true
ADR-00000562,PTR-00000452,WOHNSITZ,Färberhalde,110,8330,Pfäffikon ZH,ZH,CH,2,2001-12-14,,true
ADR-00000563,PTR-00000453,WOHNSITZ,Kirchdamm,69,93047,Regensburg,BY,DE,2,2002-11-24,,true
ADR-00000564,PTR-00000454,WOHNSITZ,Sommersteig,79,90762,Fürth,BY,DE,2,2010-01-24,2024-10-10,false
ADR-00000565,PTR-00000454,WOHNSITZ,Kirchdamm,69,93047,Regensburg,BY,DE,2,2024-10-11,,true
ADR-00000566,PTR-00000455,WOHNSITZ,Felsweg,113,39638,Gardelegen,ST,DE,3,2011-12-31,,true
ADR-00000567,PTR-00000456,WOHNSITZ,Fuchsallee,160,76133,Karlsruhe,BW,DE,2,2011-09-30,2025-05-10,false
ADR-00000568,PTR-00000456,WOHNSITZ,Schulkamp,53,46236,Bottrop,NW,DE,2,2025-05-11,,true
ADR-00000569,PTR-00000457,WOHNSITZ,Fliederstraße,117,04103,Leipzig,SN,DE,2,2015-02-15,2023-10-31,false
ADR-00000570,PTR-00000457,WOHNSITZ,Hirschsteig,174b,44623,Herne,NW,DE,2,2023-11-01,,true
ADR-00000571,PTR-00000458,WOHNSITZ,Hirschsteig,174b,44623,Herne,NW,DE,2,2002-07-05,,true
ADR-00000572,PTR-00000459,WOHNSITZ,Hirschsteig,174b,44623,Herne,NW,DE,2,2010-11-14,,true
ADR-00000573,PTR-00000460,WOHNSITZ,Hirschstraße,36,51643,Gummersbach,NW,DE,3,2004-12-13,,true
ADR-00000574,PTR-00000461,WOHNSITZ,Hirschstraße,36,51643,Gummersbach,NW,DE,3,2010-04-23,,true
ADR-00000575,PTR-00000462,WOHNSITZ,Metzgerhof,5,45879,Gelsenkirchen,NW,DE,2,2006-07-01,2023-01-01,false
ADR-00000576,PTR-00000462,WOHNSITZ,Hirschstraße,36,51643,Gummersbach,NW,DE,3,2023-01-02,,true
ADR-00000577,PTR-00000463,WOHNSITZ,Kornsteig,176a,44135,Dortmund,NW,DE,2,2022-02-28,,true
ADR-00000578,PTR-00000464,WOHNSITZ,Mühlenstrasse,97,8610,Uster,ZH,CH,2,1998-04-30,,true
ADR-00000579,PTR-00000465,WOHNSITZ,Weberrain,47a,4460,Gelterkinden,BL,CH,2,2011-03-08,2024-12-30,false
ADR-00000580,PTR-00000465,WOHNSITZ,Mühlenstrasse,97,8610,Uster,ZH,CH,2,2024-12-31,,true
ADR-00000581,PTR-00000466,WOHNSITZ,Mühlenstrasse,97,8610,Uster,ZH,CH,2,2009-10-01,,true
ADR-00000582,PTR-00000467,WOHNSITZ,Mühlenstrasse,97,8610,Uster,ZH,CH,2,1997-07-14,,true
ADR-00000583,PTR-00000468,WOHNSITZ,Rebengasse,98,32052,Herford,NW,DE,3,2010-03-21,,true
ADR-00000584,PTR-00000469,WOHNSITZ,Nussplatz,115,50667,Köln,NW,DE,1,2021-09-18,2025-10-02,false
ADR-00000585,PTR-00000469,WOHNSITZ,Rebengasse,98,32052,Herford,NW,DE,3,2025-10-03,,true
ADR-00000586,PTR-00000470,WOHNSITZ,Rebengasse,98,32052,Herford,NW,DE,3,2001-02-02,,true
ADR-00000587,PTR-00000471,WOHNSITZ,Steggasse,164,86150,Augsburg,BY,DE,2,2021-01-25,2022-07-31,false
ADR-00000588,PTR-00000471,WOHNSITZ,Rebengasse,98,32052,Herford,NW,DE,3,2022-08-01,,true
ADR-00000589,PTR-00000472,WOHNSITZ,Nelkengasse,115,08523,Plauen,SN,DE,3,2022-09-01,,true
ADR-00000590,PTR-00000473,WOHNSITZ,Sandring,31,18119,Rostock,MV,DE,2,2018-01-25,2024-07-01,false
ADR-00000591,PTR-00000473,WOHNSITZ,Nelkengasse,115,08523,Plauen,SN,DE,3,2024-07-02,,true
ADR-00000592,PTR-00000474,WOHNSITZ,Müllerweg,39,51643,Gummersbach,NW,DE,3,2017-08-28,2022-11-02,false
ADR-00000593,PTR-00000474,WOHNSITZ,Nelkengasse,115,08523,Plauen,SN,DE,3,2022-11-03,,true
ADR-00000594,PTR-00000475,WOHNSITZ,Nelkengasse,115,08523,Plauen,SN,DE,3,2025-04-07,,true
ADR-00000595,PTR-00000476,WOHNSITZ,Nelkengasse,115,08523,Plauen,SN,DE,3,1997-11-19,,true
ADR-00000596,PTR-00000477,WOHNSITZ,Ziegelkamp,167,38100,Braunschweig,NI,DE,2,2012-06-27,,true
ADR-00000597,PTR-00000478,WOHNSITZ,Abendhof,166,47051,Duisburg,NW,DE,2,2016-04-03,2022-09-27,false
ADR-00000598,PTR-00000478,WOHNSITZ,Ziegelkamp,167,38100,Braunschweig,NI,DE,2,2022-09-28,,true
ADR-00000599,PTR-00000479,WOHNSITZ,Sentier des Tilleuls,52,1400,Yverdon-les-Bains,VD,CH,2,2009-08-07,,true
ADR-00000600,PTR-00000480,WOHNSITZ,Sentier des Tilleuls,52,1400,Yverdon-les-Bains,VD,CH,2,1999-12-13,,true
ADR-00000601,PTR-00000481,WOHNSITZ,Rehrain,96,8153,Rümlang,ZH,CH,2,2017-03-31,2022-10-05,false
ADR-00000602,PTR-00000481,WOHNSITZ,Uferplatz,152,3000,Bern,BE,CH,1,2022-10-06,,true
ADR-00000603,PTR-00000482,WOHNSITZ,Rebstockstraße,2,51371,Leverkusen,NW,DE,2,2021-10-10,,true
ADR-00000604,PTR-00000483,WOHNSITZ,Rebstockstraße,2,51371,Leverkusen,NW,DE,2,2011-05-01,,true
ADR-00000605,PTR-00000484,WOHNSITZ,Mühlengasse,86,6003,Luzern,LU,CH,1,2001-09-02,,true
ADR-00000606,PTR-00000485,WOHNSITZ,Mühlengasse,86,6003,Luzern,LU,CH,1,1997-10-26,,true
ADR-00000607,PTR-00000486,WOHNSITZ,Hasenplatz,8,6312,Steinhausen,ZG,CH,1,2003-04-08,2024-09-30,false
ADR-00000608,PTR-00000486,WOHNSITZ,Apfelsteig,67,8610,Uster,ZH,CH,2,2024-10-01,,true
ADR-00000609,PTR-00000487,WOHNSITZ,Ackerplatz,13,53111,Bonn,NW,DE,2,2007-11-07,,true
ADR-00000610,PTR-00000488,GESCHAEFTSSITZ,Schulplatz,124,39104,Magdeburg,ST,DE,2,2017-05-01,,true
ADR-00000611,PTR-00000489,WOHNSITZ,Postplatz,67,8001,Zürich,ZH,CH,1,2014-08-18,,true
ADR-00000612,PTR-00000490,WOHNSITZ,Stegplatz,68,6260,Reiden,LU,CH,2,2017-09-13,2022-08-16,false
ADR-00000613,PTR-00000490,WOHNSITZ,Stegring,83,6340,Baar,ZG,CH,1,2022-08-17,,true
ADR-00000614,PTR-00000491,WOHNSITZ,Stegring,83,6340,Baar,ZG,CH,1,2004-02-02,,true
ADR-00000615,PTR-00000492,WOHNSITZ,Stegring,83,6340,Baar,ZG,CH,1,2017-04-15,,true
ADR-00000616,PTR-00000493,WOHNSITZ,Stegring,83,6340,Baar,ZG,CH,1,1999-02-09,,true
ADR-00000617,PTR-00000494,WOHNSITZ,Höhengasse,165,8001,Zürich,ZH,CH,1,2004-01-25,2025-04-16,false
ADR-00000618,PTR-00000494,WOHNSITZ,Stegring,83,6340,Baar,ZG,CH,1,2025-04-17,,true
ADR-00000619,PTR-00000495,WOHNSITZ,Sandgasse,140,4142,Münchenstein,BL,CH,2,2016-05-07,2023-08-08,false
ADR-00000620,PTR-00000495,WOHNSITZ,Nelkenrain,113,8001,Zürich,ZH,CH,1,2023-08-09,,true
ADR-00000621,PTR-00000496,WOHNSITZ,Nelkenrain,113,8001,Zürich,ZH,CH,1,2004-04-23,,true
ADR-00000622,PTR-00000497,WOHNSITZ,Nelkenrain,113,8001,Zürich,ZH,CH,1,1999-08-03,,true
ADR-00000623,PTR-00000498,WOHNSITZ,Nelkenrain,113,8001,Zürich,ZH,CH,1,2017-10-18,,true
ADR-00000624,PTR-00000499,WOHNSITZ,Apfelring,145,9450,Altstätten SG,SG,CH,2,2023-04-29,,true
ADR-00000625,PTR-00000500,WOHNSITZ,Sandkamp,19,22765,Hamburg,HH,DE,1,1997-06-11,,true
ADR-00000626,PTR-00000501,WOHNSITZ,Brückenweg,94,38226,Salzgitter,NI,DE,2,2019-07-04,2022-01-09,false
ADR-00000627,PTR-00000501,WOHNSITZ,Sandkamp,19,22765,Hamburg,HH,DE,1,2022-01-10,,true
ADR-00000628,PTR-00000502,WOHNSITZ,Wagnerrain,148,8057,Zürich,ZH,CH,1,2024-07-15,,true
ADR-00000629,PTR-00000503,WOHNSITZ,Wagnerrain,148,8057,Zürich,ZH,CH,1,1999-06-13,,true
ADR-00000630,PTR-00000504,WOHNSITZ,Wagnerrain,148,8057,Zürich,ZH,CH,1,2023-02-13,,true
ADR-00000631,PTR-00000505,WOHNSITZ,Wagnerrain,148,8057,Zürich,ZH,CH,1,2012-07-18,,true
ADR-00000632,PTR-00000506,WOHNSITZ,Mondkamp,144,65183,Wiesbaden,HE,DE,2,2023-09-24,,true
ADR-00000633,PTR-00000507,WOHNSITZ,Mondkamp,144,65183,Wiesbaden,HE,DE,2,2012-06-20,,true
ADR-00000634,PTR-00000508,WOHNSITZ,Holunderstrasse,118a,8212,Neuhausen am Rheinfall,SH,CH,2,2023-05-05,,true
ADR-00000635,PTR-00000509,WOHNSITZ,Mondsteig,56,6004,Luzern,LU,CH,1,2014-08-23,2022-08-29,false
ADR-00000636,PTR-00000509,WOHNSITZ,Holunderstrasse,118a,8212,Neuhausen am Rheinfall,SH,CH,2,2022-08-30,,true
ADR-00000637,PTR-00000510,WOHNSITZ,Sternenhof,151,4710,Balsthal,SO,CH,2,1997-09-06,,true
ADR-00000638,PTR-00000511,WOHNSITZ,Sternenhof,151,4710,Balsthal,SO,CH,2,2006-06-19,,true
ADR-00000639,PTR-00000512,WOHNSITZ,Kalkallee,148,64283,Darmstadt,HE,DE,2,1999-06-10,,true
ADR-00000640,PTR-00000513,WOHNSITZ,Kalkhof,122,6340,Baar,ZG,CH,1,2019-04-03,2023-03-06,false
ADR-00000641,PTR-00000513,WOHNSITZ,Apfelhalde,29,5400,Baden,AG,CH,2,2023-03-07,,true
ADR-00000642,PTR-00000514,WOHNSITZ,Bachring,83,4600,Olten,SO,CH,2,2005-01-03,2024-06-17,false
ADR-00000643,PTR-00000514,WOHNSITZ,Apfelhalde,29,5400,Baden,AG,CH,2,2024-06-18,,true
ADR-00000644,PTR-00000515,WOHNSITZ,Apfelhalde,29,5400,Baden,AG,CH,2,2016-09-25,,true
ADR-00000645,PTR-00000516,WOHNSITZ,Apfelhalde,29,5400,Baden,AG,CH,2,1999-07-12,,true
ADR-00000646,PTR-00000517,WOHNSITZ,Tannensteig,60,55543,Bad Kreuznach,RP,DE,3,1997-05-31,,true
ADR-00000647,PTR-00000518,GESCHAEFTSSITZ,Tannenkamp,13a,01587,Riesa,SN,DE,3,2000-12-01,,true
ADR-00000648,PTR-00000519,WOHNSITZ,Eschenring,17,13347,Berlin,BE,DE,1,2020-07-08,,true
ADR-00000649,PTR-00000520,WOHNSITZ,Rehsteig,164,73430,Aalen,BW,DE,3,2008-06-19,,true
ADR-00000650,PTR-00000521,WOHNSITZ,Rehsteig,164,73430,Aalen,BW,DE,3,2024-06-22,,true
ADR-00000651,PTR-00000522,WOHNSITZ,Bienendamm,129,22297,Hamburg,HH,DE,1,2018-02-22,,true
ADR-00000652,PTR-00000523,WOHNSITZ,Bienendamm,129,22297,Hamburg,HH,DE,1,2007-06-18,,true
ADR-00000653,PTR-00000524,WOHNSITZ,Färberstrasse,133,6060,Sarnen,OW,CH,3,2010-01-26,,true
ADR-00000654,PTR-00000525,WOHNSITZ,Schmiedegasse,58,91126,Schwabach,BY,DE,3,2007-05-14,,true
ADR-00000655,PTR-00000526,GESCHAEFTSSITZ,Brunnenkamp,31,49074,Osnabrück,NI,DE,2,1997-04-01,,true
ADR-00000656,PTR-00000527,WOHNSITZ,Föhrenhof,125,3000,Bern,BE,CH,1,2014-04-13,,true
