kontakt_id,partner_id,kontakt_typ,wert,ist_primaer
KON-00000817,PTR-00000444,EMAIL,samuel.kunz88@web.example,true
KON-00000818,PTR-00000444,MOBIL,+41 44 000 96 28,true
KON-00000819,PTR-00000445,EMAIL,jerome81@web.example,true
KON-00000820,PTR-00000445,TELEFON,+41 44 000 28 21,true
KON-00000821,PTR-00000446,EMAIL,christiane.moret@bluemail.example,true
KON-00000822,PTR-00000446,MOBIL,+41 44 000 21 71,true
KON-00000823,PTR-00000447,EMAIL,elke.huebner@post.example,true
KON-00000824,PTR-00000447,MOBIL,+49 152 28817 069,true
KON-00000825,PTR-00000448,MOBIL,+49 152 28817 101,true
KON-00000826,PTR-00000449,MOBIL,+49 152 28817 794,true
KON-00000827,PTR-00000450,EMAIL,dominik.frei@bluemail.example,true
KON-00000828,PTR-00000450,MOBIL,+41 44 000 26 74,true
KON-00000829,PTR-00000451,EMAIL,elisabeth.frei57@web.example,true
KON-00000830,PTR-00000451,MOBIL,+41 44 000 09 85,true
KON-00000831,PTR-00000452,EMAIL,mfrei@mail.example,true
KON-00000832,PTR-00000452,MOBIL,+41 44 000 15 79,true
KON-00000833,PTR-00000453,EMAIL,jessica91@mail.example,true
KON-00000834,PTR-00000453,MOBIL,+49 152 28817 526,true
KON-00000835,PTR-00000454,EMAIL,sebastian91@web.example,true
KON-00000836,PTR-00000454,MOBIL,+49 152 28817 525,true
KON-00000837,PTR-00000455,EMAIL,vanessa52@bluemail.example,true
KON-00000838,PTR-00000455,MOBIL,+49 152 28817 103,true
KON-00000839,PTR-00000456,EMAIL,philipp.moeller@bluemail.example,true
KON-00000840,PTR-00000456,MOBIL,+49 152 28817 897,true
KON-00000841,PTR-00000457,EMAIL,anke.fischer85@mail.example,true
KON-00000842,PTR-00000457,MOBIL,+49 152 28817 994,true
KON-00000843,PTR-00000458,EMAIL,tfischer@post.example,true
KON-00000844,PTR-00000458,MOBIL,+49 152 28817 131,true
KON-00000845,PTR-00000459,EMAIL,jonas89@web.example,true
KON-00000846,PTR-00000459,MOBIL,+49 152 28817 435,true
KON-00000847,PTR-00000460,EMAIL,noah.meier@post.example,true
KON-00000848,PTR-00000460,MOBIL,+49 152 28817 102,true
KON-00000849,PTR-00000461,EMAIL,meier.jana@web.example,true
KON-00000850,PTR-00000461,MOBIL,+49 152 28817 563,true
KON-00000851,PTR-00000462,EMAIL,frank.busch@web.example,true
KON-00000852,PTR-00000462,MOBIL,+49 152 28817 298,true
KON-00000853,PTR-00000463,EMAIL,becker.marco@bluemail.example,true
KON-00000854,PTR-00000463,MOBIL,+49 152 28817 356,true
KON-00000855,PTR-00000464,EMAIL,laura75@post.example,true
KON-00000856,PTR-00000464,MOBIL,+41 44 000 23 20,true
KON-00000857,PTR-00000465,MOBIL,+41 44 000 67 48,true
KON-00000858,PTR-00000466,EMAIL,roth.nils@post.example,true
KON-00000859,PTR-00000466,MOBIL,+41 44 000 04 48,true
KON-00000860,PTR-00000467,EMAIL,aisha40@bluemail.example,true
KON-00000861,PTR-00000467,MOBIL,+41 44 000 05 38,true
KON-00000862,PTR-00000468,EMAIL,anke.kuehn@post.example,true
KON-00000863,PTR-00000468,MOBIL,+49 152 28817 537,true
KON-00000864,PTR-00000469,EMAIL,finn83@mail.example,true
KON-00000865,PTR-00000469,MOBIL,+49 152 28817 064,true
KON-00000866,PTR-00000470,EMAIL,kevin.kuehn@post.example,true
KON-00000867,PTR-00000470,MOBIL,+49 152 28817 904,true
KON-00000868,PTR-00000471,EMAIL,gabriele.kuehn@mail.example,true
KON-00000869,PTR-00000471,MOBIL,+49 152 28817 837,true
KON-00000870,PTR-00000472,EMAIL,jana.schwarz80@web.example,true
KON-00000871,PTR-00000472,MOBIL,+49 152 28817 121,true
KON-00000872,PTR-00000473,EMAIL,dschwarz@mail.example,true
KON-00000873,PTR-00000473,MOBIL,+49 152 28817 987,true
KON-00000874,PTR-00000474,EMAIL,nicole.schwarz05@post.example,true
KON-00000875,PTR-00000474,MOBIL,+49 152 28817 865,true
KON-00000876,PTR-00000475,EMAIL,dietrich.charlotte@web.example,true
KON-00000877,PTR-00000475,MOBIL,+49 152 28817 222,true
KON-00000878,PTR-00000476,EMAIL,finn9@post.example,true
KON-00000879,PTR-00000476,MOBIL,+49 152 28817 335,true
KON-00000880,PTR-00000477,EMAIL,kevin.mueller@post.example,true
KON-00000881,PTR-00000477,MOBIL,+49 152 28817 129,true
KON-00000882,PTR-00000478,MOBIL,+49 152 28817 988,true
KON-00000883,PTR-00000479,EMAIL,oceane60@post.example,true
KON-00000884,PTR-00000479,MOBIL,+41 44 000 72 32,true
KON-00000885,PTR-00000480,EMAIL,ovonlanthen@web.example,true
KON-00000886,PTR-00000480,MOBIL,+41 44 000 11 15,true
KON-00000887,PTR-00000481,EMAIL,yhirt@post.example,true
KON-00000888,PTR-00000481,MOBIL,+41 44 000 57 78,true
KON-00000889,PTR-00000482,EMAIL,lisa.schmid00@web.example,true
KON-00000890,PTR-00000482,MOBIL,+49 152 28817 685,true
KON-00000891,PTR-00000483,EMAIL,dirk.schmid@bluemail.example,true
KON-00000892,PTR-00000483,MOBIL,+49 152 28817 070,true
KON-00000893,PTR-00000484,EMAIL,martin.schneider@web.example,true
KON-00000894,PTR-00000484,MOBIL,+41 44 000 31 03,true
KON-00000895,PTR-00000485,EMAIL,mhassan@post.example,true
KON-00000896,PTR-00000485,MOBIL,+41 44 000 03 95,true
KON-00000897,PTR-00000486,EMAIL,bettina.imhof@mail.example,true
KON-00000898,PTR-00000486,MOBIL,+41 44 000 23 43,true
KON-00000899,PTR-00000487,EMAIL,heike.werner@mail.example,true
KON-00000900,PTR-00000487,MOBIL,+49 152 28817 855,true
KON-00000901,PTR-00000488,EMAIL,info@aller-verwaltungs.example,true
KON-00000902,PTR-00000488,TELEFON,+49 30 23125 882,true
KON-00000903,PTR-00000489,EMAIL,fabian30@bluemail.example,true
KON-00000904,PTR-00000489,MOBIL,+41 44 000 14 28,true
KON-00000905,PTR-00000490,EMAIL,simon.burkhalter90@post.example,true
KON-00000906,PTR-00000490,MOBIL,+41 44 000 12 69,true
KON-00000907,PTR-00000491,MOBIL,+41 44 000 29 63,true
KON-00000908,PTR-00000492,EMAIL,burkhalter.patrick@bluemail.example,true
KON-00000909,PTR-00000492,MOBIL,+41 44 000 47 55,true
KON-00000910,PTR-00000493,MOBIL,+41 44 000 11 34,true
KON-00000911,PTR-00000494,EMAIL,samuel60@bluemail.example,true
KON-00000912,PTR-00000494,MOBIL,+41 44 000 01 78,true
KON-00000913,PTR-00000495,EMAIL,flurina.yilmaz@post.example,true
KON-00000914,PTR-00000495,MOBIL,+41 44 000 25 13,true
KON-00000915,PTR-00000496,MOBIL,+41 44 000 54 42,true
KON-00000916,PTR-00000497,EMAIL,aisha18@bluemail.example,true
KON-00000917,PTR-00000497,MOBIL,+41 44 000 50 90,true
KON-00000918,PTR-00000498,EMAIL,yilmaz.tim@mail.example,true
KON-00000919,PTR-00000498,MOBIL,+41 44 000 55 22,true
KON-00000920,PTR-00000499,EMAIL,levin84@web.example,true
KON-00000921,PTR-00000499,MOBIL,+41 44 000 22 54,true
KON-00000922,PTR-00000500,MOBIL,+49 152 28817 293,true
KON-00000923,PTR-00000501,EMAIL,bauer.lars@bluemail.example,true
KON-00000924,PTR-00000501,MOBIL,+49 152 28817 276,true
KON-00000925,PTR-00000502,EMAIL,fischer.reto@post.example,true
KON-00000926,PTR-00000502,MOBIL,+41 44 000 81 80,true
KON-00000927,PTR-00000503,EMAIL,meryem.fischer@post.example,true
KON-00000928,PTR-00000503,MOBIL,+41 44 000 04 34,true
KON-00000929,PTR-00000504,MOBIL,+41 44 000 60 25,true
KON-00000930,PTR-00000505,EMAIL,flurina31@bluemail.example,true
KON-00000931,PTR-00000505,TELEFON,+41 44 000 90 20,true
KON-00000932,PTR-00000506,MOBIL,+49 152 28817 794,true
KON-00000933,PTR-00000507,EMAIL,friedrich.sven@mail.example,true
KON-00000934,PTR-00000507,MOBIL,+49 152 28817 043,true
KON-00000935,PTR-00000508,EMAIL,juerg.schneider66@mail.example,true
KON-00000936,PTR-00000508,MOBIL,+41 44 000 17 90,true
KON-00000937,PTR-00000509,EMAIL,vreni42@mail.example,true
KON-00000938,PTR-00000509,MOBIL,+41 44 000 16 93,true
KON-00000939,PTR-00000510,EMAIL,nina13@mail.example,true
KON-00000940,PTR-00000510,MOBIL,+41 44 000 62 69,true
KON-00000941,PTR-00000511,MOBIL,+41 44 000 36 82,true
KON-00000942,PTR-00000512,EMAIL,marco.wagner70@web.example,true
KON-00000943,PTR-00000512,MOBIL,+49 152 28817 383,true
KON-00000944,PTR-00000513,EMAIL,tchristen@web.example,true
KON-00000945,PTR-00000513,MOBIL,+41 44 000 97 54,true
KON-00000946,PTR-00000514,EMAIL,katarzyna.christen68@web.example,true
KON-00000947,PTR-00000514,MOBIL,+41 44 000 28 00,true
KON-00000948,PTR-00000515,EMAIL,christen.nikola@mail.example,true
KON-00000949,PTR-00000515,MOBIL,+41 44 000 64 40,true
KON-00000950,PTR-00000516,EMAIL,lchristen@bluemail.example,true
KON-00000951,PTR-00000516,MOBIL,+41 44 000 41 10,true
KON-00000952,PTR-00000517,EMAIL,fischer.matthias@bluemail.example,true
KON-00000953,PTR-00000517,MOBIL,+49 152 28817 221,true
KON-00000954,PTR-00000518,EMAIL,info@donau-textil.example,true
KON-00000955,PTR-00000518,TELEFON,+49 30 23125 957,true
KON-00000956,PTR-00000519,EMAIL,ana.celik@bluemail.example,true
KON-00000957,PTR-00000519,MOBIL,+49 152 28817 536,true
KON-00000958,PTR-00000520,EMAIL,wagner.matthias@web.example,true
KON-00000959,PTR-00000520,MOBIL,+49 152 28817 486,true
KON-00000960,PTR-00000521,MOBIL,+49 152 28817 759,true
KON-00000961,PTR-00000522,EMAIL,lorenz.jana@mail.example,true
KON-00000962,PTR-00000522,MOBIL,+49 152 28817 203,true
KON-00000963,PTR-00000523,EMAIL,lorenz.michael@mail.example,true
KON-00000964,PTR-00000523,MOBIL,+49 152 28817 275,true
KON-00000965,PTR-00000524,EMAIL,peter.pascal@post.example,true
KON-00000966,PTR-00000524,MOBIL,+41 44 000 75 35,true
KON-00000967,PTR-00000525,EMAIL,goran46@mail.example,true
KON-00000968,PTR-00000525,MOBIL,+49 152 28817 087,true
KON-00000969,PTR-00000526,EMAIL,info@havelland-kinderkrippe.example,true
KON-00000970,PTR-00000526,TELEFON,+49 30 23125 752,true
KON-00000971,PTR-00000527,EMAIL,thommen.anna@web.example,true
KON-00000972,PTR-00000527,MOBIL,+41 44 000 63 79,true
KON-00000973,PTR-00000528,EMAIL,mthommen@mail.example,true
KON-00000974,PTR-00000528,MOBIL,+41 44 000 19 13,true
KON-00000975,PTR-00000529,EMAIL,nthommen@bluemail.example,true
KON-00000976,PTR-00000529,MOBIL,+41 44 000 45 25,true
KON-00000977,PTR-00000530,EMAIL,andrea.schmid@web.example,true
KON-00000978,PTR-00000530,MOBIL,+49 152 28817 875,true
KON-00000979,PTR-00000531,EMAIL,fabienne86@web.example,true
KON-00000980,PTR-00000531,MOBIL,+41 44 000 67 71,true
KON-00000981,PTR-00000532,MOBIL,+41 44 000 49 83,true
KON-00000982,PTR-00000533,EMAIL,thomas89@bluemail.example,true
KON-00000983,PTR-00000533,TELEFON,+49 30 23125 044,true
KON-00000984,PTR-00000534,EMAIL,pape.julia@bluemail.example,true
KON-00000985,PTR-00000534,MOBIL,+49 152 28817 844,true
KON-00000986,PTR-00000535,EMAIL,murat.rodriguez@web.example,true
KON-00000987,PTR-00000535,MOBIL,+41 44 000 52 51,true
KON-00000988,PTR-00000536,EMAIL,claude.rodriguez49@mail.example,true
KON-00000989,PTR-00000536,TELEFON,+41 44 000 55 72,true
KON-00000990,PTR-00000537,EMAIL,hwagner@bluemail.example,true
KON-00000991,PTR-00000537,MOBIL,+49 152 28817 019,true
KON-00000992,PTR-00000538,EMAIL,mmorel@post.example,true
KON-00000993,PTR-00000538,MOBIL,+41 44 000 87 80,true
KON-00000994,PTR-00000539,EMAIL,laura94@bluemail.example,true
KON-00000995,PTR-00000539,MOBIL,+41 44 000 15 62,true
KON-00000996,PTR-00000540,EMAIL,anke49@mail.example,true
KON-00000997,PTR-00000540,MOBIL,+49 152 28817 566,true
KON-00000998,PTR-00000541,EMAIL,info@ostsee-garage.example,true
KON-00000999,PTR-00000541,TELEFON,+49 30 23125 709,true
KON-00001000,PTR-00000542,EMAIL,luca.meyer@mail.example,true
KON-00001001,PTR-00000542,MOBIL,+41 44 000 43 37,true
KON-00001002,PTR-00000543,EMAIL,norbert12@web.example,true
KON-00001003,PTR-00000543,MOBIL,+49 152 28817 052,true
KON-00001004,PTR-00000544,EMAIL,melanie.beck@post.example,true
KON-00001005,PTR-00000544,MOBIL,+49 152 28817 607,true
KON-00001006,PTR-00000545,EMAIL,info@isar-treuhand.example,true
KON-00001007,PTR-00000545,TELEFON,+49 30 23125 306,true
KON-00001008,PTR-00000546,EMAIL,fontannaz.sebastien@post.example,true
KON-00001009,PTR-00000546,MOBIL,+41 44 000 06 22,true
KON-00001010,PTR-00000547,EMAIL,theo.fontannaz76@post.example,true
KON-00001011,PTR-00000547,MOBIL,+41 44 000 12 98,true
KON-00001012,PTR-00000548,EMAIL,jfontannaz@post.example,true
KON-00001013,PTR-00000548,MOBIL,+41 44 000 07 50,true
KON-00001014,PTR-00000549,EMAIL,roman.rohrer84@post.example,true
KON-00001015,PTR-00000549,MOBIL,+41 44 000 69 98,true
KON-00001016,PTR-00000550,MOBIL,+41 44 000 03 64,true
KON-00001017,PTR-00000551,EMAIL,nina.rohrer07@bluemail.example,true
KON-00001018,PTR-00000551,MOBIL,+41 44 000 46 77,true
KON-00001019,PTR-00000552,EMAIL,fabienne.rohrer07@post.example,true
KON-00001020,PTR-00000552,MOBIL,+41 44 000 45 86,true
KON-00001021,PTR-00000553,EMAIL,stran@web.example,true
KON-00001022,PTR-00000553,MOBIL,+41 44 000 60 76,true
KON-00001023,PTR-00000554,EMAIL,huber.philipp@post.example,true
KON-00001024,PTR-00000554,TELEFON,+41 44 000 17 86,true
KON-00001025,PTR-00000555,EMAIL,shuber@bluemail.example,true
KON-00001026,PTR-00000555,MOBIL,+41 44 000 51 38,true
KON-00001027,PTR-00000556,EMAIL,pascal89@post.example,true
KON-00001028,PTR-00000556,MOBIL,+41 44 000 75 37,true
KON-00001029,PTR-00000557,EMAIL,ejung@web.example,true
KON-00001030,PTR-00000557,MOBIL,+49 152 28817 510,true
KON-00001031,PTR-00000558,EMAIL,lwolf@web.example,true
KON-00001032,PTR-00000558,MOBIL,+49 152 28817 096,true
KON-00001033,PTR-00000559,EMAIL,finn.wolf@mail.example,true
KON-00001034,PTR-00000559,MOBIL,+49 152 28817 803,true
KON-00001035,PTR-00000560,EMAIL,mmayer@post.example,true
KON-00001036,PTR-00000560,MOBIL,+49 152 28817 681,true
KON-00001037,PTR-00000561,EMAIL,jerome.nicolet75@bluemail.example,true
KON-00001038,PTR-00000561,MOBIL,+41 44 000 41 83,true
KON-00001039,PTR-00000562,EMAIL,mmermoud@bluemail.example,true
KON-00001040,PTR-00000562,MOBIL,+41 44 000 28 89,true
KON-00001041,PTR-00000563,TELEFON,+49 30 23125 967,true
KON-00001042,PTR-00000564,EMAIL,katrin.kraus@web.example,true
KON-00001043,PTR-00000564,MOBIL,+49 152 28817 974,true
KON-00001044,PTR-00000565,EMAIL,christina.hansen@web.example,true
KON-00001045,PTR-00000565,MOBIL,+49 152 28817 788,true
KON-00001046,PTR-00000566,EMAIL,chassan@web.example,true
KON-00001047,PTR-00000566,MOBIL,+49 152 28817 203,true
KON-00001048,PTR-00000567,EMAIL,jonas80@bluemail.example,true
KON-00001049,PTR-00000567,MOBIL,+49 152 28817 261,true
KON-00001050,PTR-00000568,EMAIL,bhorvat@bluemail.example,true
KON-00001051,PTR-00000568,MOBIL,+41 44 000 68 60,true
KON-00001052,PTR-00000569,EMAIL,beat.horvat68@post.example,true
KON-00001053,PTR-00000569,MOBIL,+41 44 000 88 04,true
KON-00001054,PTR-00000570,EMAIL,andreas.schulz88@web.example,true
KON-00001055,PTR-00000570,MOBIL,+49 152 28817 033,true
KON-00001056,PTR-00000571,EMAIL,berthoud.hugo@mail.example,true
KON-00001057,PTR-00000571,TELEFON,+41 44 000 24 84,true
KON-00001058,PTR-00000572,EMAIL,isabelle98@mail.example,true
KON-00001059,PTR-00000572,MOBIL,+41 44 000 38 93,true
KON-00001060,PTR-00000573,EMAIL,koch.priska@post.example,true
KON-00001061,PTR-00000573,MOBIL,+41 44 000 95 85,true
KON-00001062,PTR-00000574,EMAIL,lukas53@web.example,true
KON-00001063,PTR-00000574,MOBIL,+41 44 000 84 82,true
KON-00001064,PTR-00000575,EMAIL,dirk.hoffmann60@post.example,true
KON-00001065,PTR-00000575,TELEFON,+49 30 23125 890,true
KON-00001066,PTR-00000576,EMAIL,info@rhein-garage.example,true
KON-00001067,PTR-00000576,TELEFON,+49 30 23125 889,true
KON-00001068,PTR-00000577,EMAIL,jonas.schumacher86@mail.example,true
KON-00001069,PTR-00000577,MOBIL,+49 152 28817 150,true
KON-00001070,PTR-00000578,EMAIL,thomas88@bluemail.example,true
KON-00001071,PTR-00000578,MOBIL,+41 44 000 69 15,true
KON-00001072,PTR-00000579,EMAIL,info@wasserfallen-physiotherapie.example,true
KON-00001073,PTR-00000579,TELEFON,+41 44 000 83 27,true
KON-00001074,PTR-00000580,EMAIL,florian.guenther@bluemail.example,true
KON-00001075,PTR-00000580,MOBIL,+49 152 28817 735,true
KON-00001076,PTR-00000581,EMAIL,annika91@web.example,true
KON-00001077,PTR-00000581,MOBIL,+49 152 28817 236,true
KON-00001078,PTR-00000582,EMAIL,thomas2@post.example,true
KON-00001079,PTR-00000582,TELEFON,+49 30 23125 232,true
KON-00001080,PTR-00000583,EMAIL,droz.frederic@web.example,true
KON-00001081,PTR-00000583,MOBIL,+41 44 000 34 51,true
KON-00001082,PTR-00000584,EMAIL,oceane.droz@bluemail.example,true
KON-00001083,PTR-00000584,MOBIL,+41 44 000 70 68,true
KON-00001084,PTR-00000585,EMAIL,nathalie85@web.example,true
KON-00001085,PTR-00000585,MOBIL,+41 44 000 68 39,true
KON-00001086,PTR-00000586,EMAIL,matthey.thomas@mail.example,true
KON-00001087,PTR-00000586,MOBIL,+41 44 000 31 12,true
KON-00001088,PTR-00000587,EMAIL,sspoerri@post.example,true
KON-00001089,PTR-00000587,MOBIL,+41 44 000 23 44,true
KON-00001090,PTR-00000588,EMAIL,info@mittelland-metzgerei.example,true
KON-00001091,PTR-00000588,TELEFON,+41 44 000 41 90,true
KON-00001092,PTR-00000589,EMAIL,anke.krueger78@mail.example,true
KON-00001093,PTR-00000589,MOBIL,+49 152 28817 623,true
KON-00001094,PTR-00000590,EMAIL,info@taunus-kinderkrippe.example,true
KON-00001095,PTR-00000590,TELEFON,+49 30 23125 543,true
KON-00001096,PTR-00000591,EMAIL,chloe.blanc77@web.example,true
KON-00001097,PTR-00000591,TELEFON,+41 44 000 68 54,true
KON-00001098,PTR-00000592,EMAIL,cblanc@bluemail.example,true
KON-00001099,PTR-00000592,MOBIL,+41 44 000 06 52,true
KON-00001100,PTR-00000593,EMAIL,tblanc@post.example,true
KON-00001101,PTR-00000593,MOBIL,+41 44 000 73 32,true
KON-00001102,PTR-00000594,EMAIL,cbovet@bluemail.example,true
KON-00001103,PTR-00000594,MOBIL,+41 44 000 20 49,true
KON-00001104,PTR-00000595,EMAIL,nadine49@bluemail.example,true
KON-00001105,PTR-00000595,MOBIL,+49 152 28817 813,true
KON-00001106,PTR-00000596,EMAIL,elias.lorenz@web.example,true
KON-00001107,PTR-00000596,MOBIL,+49 152 28817 440,true
KON-00001108,PTR-00000597,EMAIL,plorenz@bluemail.example,true
KON-00001109,PTR-00000597,MOBIL,+49 152 28817 065,true
KON-00001110,PTR-00000598,EMAIL,niklas8@bluemail.example,true
KON-00001111,PTR-00000598,MOBIL,+49 152 28817 389,true
KON-00001112,PTR-00000599,EMAIL,agnieszka59@post.example,true
KON-00001113,PTR-00000599,MOBIL,+41 44 000 98 07,true
KON-00001114,PTR-00000600,EMAIL,sara.rudolf65@web.example,true
KON-00001115,PTR-00000600,MOBIL,+41 44 000 97 58,true
KON-00001116,PTR-00000601,EMAIL,rbader@post.example,true
KON-00001117,PTR-00000601,MOBIL,+41 44 000 60 42,true
KON-00001118,PTR-00000602,EMAIL,david.rudolf@post.example,true
KON-00001119,PTR-00000602,MOBIL,+41 44 000 77 33,true
KON-00001120,PTR-00000603,MOBIL,+41 44 000 04 95,true
KON-00001121,PTR-00000604,MOBIL,+41 44 000 93 30,true
KON-00001122,PTR-00000605,EMAIL,selina.gerber@mail.example,true
KON-00001123,PTR-00000605,MOBIL,+41 44 000 66 62,true
KON-00001124,PTR-00000606,EMAIL,kevin49@mail.example,true
KON-00001125,PTR-00000606,MOBIL,+49 152 28817 867,true
KON-00001126,PTR-00000607,EMAIL,astoll@web.example,true
KON-00001127,PTR-00000607,MOBIL,+41 44 000 59 97,true
KON-00001128,PTR-00000608,EMAIL,fgolay@post.example,true
KON-00001129,PTR-00000608,MOBIL,+41 44 000 42 90,true
KON-00001130,PTR-00000609,EMAIL,sandrine.golay70@bluemail.example,true
KON-00001131,PTR-00000609,MOBIL,+41 44 000 73 02,true
KON-00001132,PTR-00000610,EMAIL,brigitte97@post.example,true
KON-00001133,PTR-00000610,MOBIL,+49 152 28817 395,true
KON-00001134,PTR-00000611,EMAIL,esther.fischer@web.example,true
KON-00001135,PTR-00000611,MOBIL,+41 44 000 53 36,true
KON-00001136,PTR-00000612,EMAIL,hanspeter.brunner63@post.example,true
KON-00001137,PTR-00000612,MOBIL,+41 44 000 59 62,true
KON-00001138,PTR-00000613,EMAIL,jmermoud@post.example,true
KON-00001139,PTR-00000613,MOBIL,+41 44 000 07 48,true
KON-00001140,PTR-00000614,MOBIL,+41 44 000 52 37,true
KON-00001141,PTR-00000615,EMAIL,fournier.maxime@post.example,true
KON-00001142,PTR-00000615,MOBIL,+41 44 000 74 40,true
KON-00001143,PTR-00000616,EMAIL,hess.regula@bluemail.example,true
KON-00001144,PTR-00000616,MOBIL,+41 44 000 17 16,true
KON-00001145,PTR-00000617,EMAIL,lena.heiniger86@mail.example,true
KON-00001146,PTR-00000617,MOBIL,+41 44 000 58 47,true
KON-00001147,PTR-00000618,EMAIL,info@limmat-apotheke.example,true
KON-00001148,PTR-00000618,TELEFON,+41 44 000 86 56,true
KON-00001149,PTR-00000619,MOBIL,+41 44 000 64 33,true
KON-00001150,PTR-00000620,EMAIL,frei.corinne@mail.example,true
KON-00001151,PTR-00000620,MOBIL,+41 44 000 48 82,true
KON-00001152,PTR-00000621,EMAIL,frei.yannick@bluemail.example,true
KON-00001153,PTR-00000621,MOBIL,+41 44 000 10 23,true
KON-00001154,PTR-00000622,EMAIL,cyrill.kuhn92@post.example,true
KON-00001155,PTR-00000622,MOBIL,+41 44 000 62 83,true
KON-00001156,PTR-00000623,EMAIL,noah.keller@mail.example,true
KON-00001157,PTR-00000623,MOBIL,+41 44 000 72 81,true
KON-00001158,PTR-00000624,EMAIL,carlos11@mail.example,true
KON-00001159,PTR-00000624,MOBIL,+41 44 000 99 29,true
KON-00001160,PTR-00000625,EMAIL,henchoz.oceane@web.example,true
KON-00001161,PTR-00000625,MOBIL,+41 44 000 57 58,true
KON-00001162,PTR-00000626,EMAIL,fabienne.lehmann@bluemail.example,true
KON-00001163,PTR-00000626,MOBIL,+41 44 000 55 94,true
KON-00001164,PTR-00000627,EMAIL,koehler.daniel@mail.example,true
KON-00001165,PTR-00000627,MOBIL,+49 152 28817 692,true
KON-00001166,PTR-00000628,EMAIL,katharina11@mail.example,true
KON-00001167,PTR-00000628,MOBIL,+49 152 28817 315,true
KON-00001168,PTR-00000629,MOBIL,+49 152 28817 151,true
KON-00001169,PTR-00000630,EMAIL,sebastian.wegner@bluemail.example,true
KON-00001170,PTR-00000630,MOBIL,+49 152 28817 474,true
KON-00001171,PTR-00000631,EMAIL,volker.pape@mail.example,true
KON-00001172,PTR-00000631,MOBIL,+49 152 28817 662,true
KON-00001173,PTR-00000632,EMAIL,schreiber.christina@post.example,true
KON-00001174,PTR-00000632,MOBIL,+49 152 28817 622,true
KON-00001175,PTR-00000633,EMAIL,bschreiber@mail.example,true
KON-00001176,PTR-00000633,MOBIL,+49 152 28817 029,true
KON-00001177,PTR-00000634,EMAIL,hanna93@bluemail.example,true
KON-00001178,PTR-00000634,MOBIL,+49 152 28817 528,true
KON-00001179,PTR-00000635,EMAIL,noah.schreiber06@mail.example,true
KON-00001180,PTR-00000635,MOBIL,+49 152 28817 657,true
KON-00001181,PTR-00000636,EMAIL,sabine.schulze@mail.example,true
KON-00001182,PTR-00000636,TELEFON,+49 30 23125 155,true
KON-00001183,PTR-00000637,EMAIL,jessica.schmid@post.example,true
KON-00001184,PTR-00000637,MOBIL,+49 152 28817 773,true
KON-00001185,PTR-00000638,EMAIL,holger.hoffmann@bluemail.example,true
KON-00001186,PTR-00000638,MOBIL,+49 152 28817 628,true
KON-00001187,PTR-00000639,EMAIL,nschmid@post.example,true
KON-00001188,PTR-00000639,MOBIL,+49 152 28817 480,true
KON-00001189,PTR-00000640,EMAIL,bruno.marbach@post.example,true
KON-00001190,PTR-00000640,MOBIL,+41 44 000 20 22,true
KON-00001191,PTR-00000641,EMAIL,vmarbach@post.example,true
KON-00001192,PTR-00000641,MOBIL,+41 44 000 08 31,true
KON-00001193,PTR-00000642,TELEFON,+49 30 23125 599,true
KON-00001194,PTR-00000643,EMAIL,jennifer.schulze86@bluemail.example,true
KON-00001195,PTR-00000643,MOBIL,+49 152 28817 471,true
KON-00001196,PTR-00000644,MOBIL,+49 152 28817 645,true
KON-00001197,PTR-00000645,MOBIL,+49 152 28817 070,true
KON-00001198,PTR-00000646,EMAIL,schulze.paul@mail.example,true
KON-00001199,PTR-00000646,MOBIL,+49 152 28817 704,true
KON-00001200,PTR-00000647,EMAIL,rudolf.lea@mail.example,true
KON-00001201,PTR-00000647,MOBIL,+41 44 000 59 97,true
KON-00001202,PTR-00000648,EMAIL,anja.wolf@web.example,true
KON-00001203,PTR-00000648,MOBIL,+49 152 28817 995,true
KON-00001204,PTR-00000649,EMAIL,susanne59@bluemail.example,true
KON-00001205,PTR-00000649,MOBIL,+49 152 28817 864,true
KON-00001206,PTR-00000650,EMAIL,amansour@mail.example,true
KON-00001207,PTR-00000650,MOBIL,+49 152 28817 907,true
KON-00001208,PTR-00000651,EMAIL,heike.lehmann@web.example,true
KON-00001209,PTR-00000651,MOBIL,+49 152 28817 304,true
KON-00001210,PTR-00000652,EMAIL,frederic.rey63@web.example,true
KON-00001211,PTR-00000652,MOBIL,+41 44 000 01 55,true
KON-00001212,PTR-00000653,EMAIL,info@solothurn-west-zimmerei.example,true
KON-00001213,PTR-00000653,TELEFON,+41 44 000 85 14,true
KON-00001214,PTR-00000654,EMAIL,frederic.cuendet89@post.example,true
KON-00001215,PTR-00000654,MOBIL,+41 44 000 44 26,true
KON-00001216,PTR-00000655,EMAIL,gabriele.schmitt@web.example,true
KON-00001217,PTR-00000655,MOBIL,+49 152 28817 590,true
KON-00001218,PTR-00000656,EMAIL,info@rhein-gastro.example,true
KON-00001219,PTR-00000656,TELEFON,+49 30 23125 516,true
KON-00001220,PTR-00000657,EMAIL,moser.simone@post.example,true
KON-00001221,PTR-00000657,MOBIL,+41 44 000 07 31,true
KON-00001222,PTR-00000658,EMAIL,david.moser@web.example,true
KON-00001223,PTR-00000658,MOBIL,+41 44 000 56 61,true
KON-00001224,PTR-00000659,EMAIL,noemi34@web.example,true
