PARTNR;NAME1;NAME2;GEBDAT;GESCHL;ZIVST;ADR1;ADR2;ADR3;LANDKZ;SPRACHE;TEL;EMAIL;BERUF;KDSEIT;AENDDAT;BEMERK
10000301;SCHULZE FRANZISKA;;02.11.82;2;3;STERNENGASSE 43;;55543 BAD KREUZNACH;276;D;+49 152 28817 06;fschulze@mail.example;PHYSIOTHERAPEUTIN;01.05.05;31.12.25;DUBLETTE? S. PVS-L
10000302;NOWAK FRANK;;17.04.69;1;1;FARNALLEE 4;;74653 KUENZELSAU;276;D;+49 152 28817 63;;LEHRERIN;01.07.99;01.03.20;
10000303;HARTMANN DIRK;;02.03.71;1;5;TULPENPLATZ 60;;15230 FRANKFURT (ODER);276;D;+49 30 23125 988;dirk.hartmann71@web.example;ELEKTROINSTALLATEURI;01.06.04;01.03.22;
10000304;BECKER MIA;;27.03.01;2;1;TULPENPLATZ 60;;15230 FRANKFURT (ODER);276;D;+49 152 28817 43;;STUDENTIN;01.06.24;31.12.25;
10000305;GEORGIOU BIRGIT;;07.05.89;2;2;WESTPFAD 80;;41061 MOENCHENGLADBACH;276;D;;;ELEKTROINSTALLATEURI;01.01.14;01.02.17;
10000306;GEORGIOU D.;;17.10.87;1;2;WESTPFAD;80;41061 MOENCHENGLADBACH;276;D;+49 152 28817 90;;GASTWIRTIN;;31.12.25;RUECKRUF ERBETEN
10000307;ZELLER HOLGER;;15.08.83;1;2;HANGWEG;121;46483 WESEL;276;D;+49 152 28817 83;;INFORMATIKERIN;01.10.02;31.12.25;
10000308;SIMON TORSTEN;;24.10.68;1;2;TULPENRING 158C;;39218 SCHOENEBECK (ELBE);276;D;+49 152 28817 13;torsten.simon68@mail.example;SCHREINERIN;01.11.95;01.08.24;
10000309;SIMON UTE;;27.11.74;2;2;FLACHSKAMP 39;;01067 DRESDEN;276;D;;;PFLEGEFACHFRAU;01.10.20;01.07.21;
10000310;HAAS LINA;;11.02.79;2;2;FUCHSGASSE 5;;77694 KEHL;276;D;+49 152 28817 12;;RENTNERIN;01.07.99;01.02.20;ADR. LT. POST GEAENDERT
10000311;HAAS PAUL;;12.06.75;1;2;FUCHSGASSE 5;;77694 KEHL;276;D;+49 152 28817 39;haas.paul@bluemail.example;RENTNERIN;01.06.16;01.06.19;
10000312;RICHTER G.;;09.08.07;2;1;FUCHSGASSE 5;;77694 KEHL;276;D;;;VERWALTUNGSANGESTELL;01.11.25;01.11.19;
10000313;STROBEL JOERG;;25.08.60;9;2;EICHENPFAD 118;;02826 GOERLITZ;276;D;;;RENTNERIN;01.12.03;01.09.21;
10000314;STROBEL ANDREAS;;23.04.57;1;2;EICHENPFAD 118;;02826 GOERLITZ;276;D;+49 30 23125 738;andreas.strobel57@web.example;RENTNERIN;01.04.16;31.12.25;
10000315;STROBEL JESSICA;;18.06.90;2;1;EICHENPFAD 118;;02826 GOERLITZ;276;D;+49 152 28817 32;;KAUFMAENNISCHE ANGES;01.04.09;01.01.21;
10000316;ZIEGLER CHRISTINE;;22.09.60;2;2;REBSTOCKHOF 23C;;4051 BASEL;756;D;+41 44 000 74 11;;SELBSTAENDIGE UNTERN;01.01.01;01.04.23;
10000317;GIANELLA DARIO;;22.02.79;1;1;VICOLO DEI STAGNI 136;;6900 LUGANO;756;I;+41 44 000 12 69;;VERKAEUFERIN;01.02.01;01.06.20;ADR. LT. POST GEAENDERT
10000318;OBERHOLZER DANIELA;;03.09.62;2;2;TULPENHOF 53;;8810 HORGEN;756;D;+41 44 000 61 91;daniela33@web.example;MAURERIN;01.06.06;31.12.25;
10000319;MARBACH R.;;28.06.69;1;2;WEIDENHALDE 160;;8001 ZUERICH;756;D;+41 44 000 62 34;;COIFFEUSE;01.12.12;31.12.25;VN TEL. ANGEFR., RR BIS 15.3.
10000320;WYSS JAN;;02.05.92;1;2;ULMENGASSE 26;;8400 WINTERTHUR;756;D;+41 44 000 30 04;;STUDENTIN;01.06.10;01.01.23;ADR. LT. POST GEAENDERT
10000321;WYSS MICHELLE;;22.03.96;2;2;ULMENGASSE 26;;8400 WINTERTHUR;756;D;+41 44 000 19 11;wyss.michelle@mail.example;VERWALTUNGSANGESTELL;;01.08.22;
10000322;SCHMID LIVIA;;08.11.72;2;2;BAERENACKER 176;;8400 WINTERTHUR;756;D;+41 44 000 73 09;;SELBSTAENDIGE UNTERN;01.07.06;01.03.20;
10000323;SCHMIDT MICHAEL;;;1;2;ZIEGELHOF 6;;08056 ZWICKAU;276;D;+49 152 28817 29;;LANDWIRTIN;01.04.96;31.12.25;
10000324;OEZTUERK PIOTR;;16.05.91;1;2;KIRSCHPLATZ 133B;;6005 LUZERN;756;D;+41 44 000 55 17;piotr.oeztuerk91@bluemail.example;VERWALTUNGSANGESTELL;01.03.10;01.10.18;
10000325;OEZTUERK N.;;09.03.96;2;2;GOLDPLATZ 123;;6010 KRIENS;756;D;;noemi.oeztuerk@bluemail.example;GRAFIKERIN;;31.12.25;ADR. LT. POST GEAENDERT
10000326;FISCHER DOMINIK;;02.05.07;1;1;KIRSCHPLATZ 133B;;6005 LUZERN;756;D;+41 44 000 35 50;;STUDENTIN;01.07.25;01.07.24;DUBLETTE? S. PVS-L
10000327;SHARMA EMRE;;08.05.07;1;1;DROSSELGASSE;68;3000 BERNX;756;D;+41 44 000 23 71;esharma@mail.example;BANKANGESTELLTE;01.07.25;01.01.15;
10000328;OEZTUERK FELIX;;05.11.07;1;1;KIRSCHPLATZ 133B;;6005 LUZERN;756;D;+41 44 000 48 44;;SOZIALARBEITERIN;01.12.25;31.12.25;
10000329;STEINER MARKUS;;10.09.59;1;1;GARTENRAIN 16;;8001 ZUERICH;756;D;;;RENTNERIN;01.04.13;01.02.15;
10000330;MAIER CORNELIA;;03.01.74;2;2;RATHAUSKAMP 167;;73430 AALEN;276;D;+49 152 28817 23;cmaier@bluemail.example;INFORMATIKERIN;01.08.03;01.12.16;
10000331;REYMOND STEPHANIE;;18.11.86;2;2;IMPASSE DES VALLONS 131;;1201 GENEVE;756;F;+41 44 000 88 09;;KAUFMAENNISCHE ANGES;01.08.15;01.08.16;
10000332;HENCHOZ GABRIEL;;15.08.90;1;2;IMPASSE DES VALLONS 131;;1201 GENEVE;756;F;+41 44 000 56 68;;ELEKTROINSTALLATEURI;;01.11.20;
10000333;MEMBREZ CAMILLE;;01.01.00;2;2;ALLEE DES AIGLES 66;;3960 SIERRE;756;F;+41 44 000 69 04;;CHAUFFEUSE;01.07.04;01.03.21;
10000334;WEBER YANNIS;;23.02.60;1;1;WEIDENALLEE 142;;16515 ORANIENBURG;276;D;+49 30 23125 015;;RENTNERIN;01.08.14;01.10.22;
10000335;GUBLER L.;;28.08.89;2;2;BRUECKENWEG 153;;4415 LAUSEN;756;D;+41 44 000 24 01;;VERKAEUFERIN;01.02.12;01.02.16;
10000336;HADDAD IGOR;;10.10.77;1;2;KUPFERWEG;6;12555 BERLIN;276;D;+49 152 28817 77;;VERWALTUNGSANGESTELL;01.08.08;01.09.20;
10000337;SCHUBERT FELIX;;16.12.74;1;4;ABENDGASSE 1;;81371 MUENCHEN;276;D;;felix.schubert@web.example;MECHANIKERIN;01.10.08;31.12.25;
10000338;KOHLER NIKOLA;;19.09.99;1;2;ERLENSTRASSE 152;;4125 RIEHEN;756;D;+41 44 000 04 89;;STUDENTIN;01.12.17;01.09.23;
10000339;GARCIA DRAGANA;;18.01.83;2;1;GARTENHALDE 149;;3000 BERN;756;D;+41 44 000 17 23;garcia.dragana@mail.example;SOZIALARBEITERIN;01.03.17;31.12.25;
10000340;FISCHER JONAS;;16.10.98;1;2;LEHMKAMP 121A;;24937 FLENSBURG;276;D;+49 152 28817 73;jonas.fischer@web.example;RENTNERIN;01.06.17;01.12.23;
10000341;MICHAUD ALEXANDRE;;05.10.95;1;3;ALLEE DES ROCHERS 100;;1201 GENEVE;756;F;+41 44 000 86 68;;SANITAERINSTALLATEUR;01.04.17;01.08.19;
10000342;SCHMIDT K.;;07.03.84;1;2;ERLENPLATZ 81;;67346 SPEYER;276;D;+49 152 28817 11;;KAUFMAENNISCHE ANGES;01.08.13;31.12.25;
10000343;SCHMIDT ANKE;;28.10.89;2;2;ERLENPLATZ 81;;67346 SPEYER;276;D;+49 152 28817 48;aschmidt@post.example;KAUFMAENNISCHE ANGES;01.01.09;31.12.25;
10000344;WESSEL FLORIAN;;15.09.76;1;2;MUEHLENDAMM 47C;;90402 NUERNBERG;276;D;+49 152 28817 22;wessel.florian@web.example;SELBSTAENDIGE UNTERN;01.03.97;01.05.23;
10000345;FAVRE VALERIE;;20.02.76;2;2;RUE DES RIVES 105;;2350 SAIGNELEGIER;756;F;;;HAUSFRAU;01.03.09;01.06.17;
10000346;FAVRE GUILLAUME;;03.03.71;1;2;RUE DES RIVES 105;;2350 SAIGNELEGIER;756;F;+41 44 000 79 48;;ELEKTROINSTALLATEURI;;01.02.16;VN TEL. ANGEFR., RR BIS 15.3.
10000347;DIETIKER NOAH;;11.08.99;1;2;ROGGENHALDE 96;;9100 HERISAU;756;D;+41 44 000 73 06;;VERWALTUNGSANGESTELL;01.11.17;31.12.25;
10000348;DIETIKER LENA;;16.08.02;2;2;ROGGENHALDE 96;;9100 HERISAU;756;D;+41 44 000 86 57;;STUDENTIN;;01.05.16;
10000349;TSCHUDI G.;;;1;2;KAPELLENPLATZ 164;;8304 WALLISELLEN;756;D;+41 44 000 59 07;;INGENIEURIN;01.10.14;01.07.19;
10000350;TSCHUDI JELENA;;20.09.84;2;2;KAPELLENPLATZ 164;;8304 WALLISELLEN;756;D;+41 44 000 64 42;;BERATERIN;;31.12.25;
10000351;WEBER JASMIN;;02.06.07;2;1;KAPELLENPLATZ 164;;8304 WALLISELLEN;756;D;;;STUDENTIN;01.11.25;31.12.25;
10000352;BAUMANN SIMON;;19.02.07;1;1;FARNHOF 70;;6314 UNTERAEGERI;756;D;+41 44 000 55 96;;PFLEGEFACHFRAU;;01.08.22;
10000353;BECK VOLKER;;06.03.55;1;2;GERSTENPFAD 31;;40476 DUESSELDORF;276;D;+49 152 28817 60;beck.volker@bluemail.example;RENTNERIN;01.05.16;01.06.16;
10000354;JUNG CHRISTA;;24.10.54;2;2;GERSTENPFAD;31;40476 DUESSELDORF;276;D;+49 152 28817 35;jung.christa@bluemail.example;RENTNERIN;;31.12.25;
10000355;BECK TOBIAS;;01.01.00;1;1;GERSTENPFAD 31;;40476 DUESSELDORF;276;D;+49 152 28817 40;tbeck@web.example;INFORMATIKERIN;01.02.13;01.07.20;
10000356;BECK THOMAS;;09.11.89;1;1;GERSTENPFAD 31;;40476 DUESSELDORX;276;D;;;STUDENTIN;01.09.14;31.12.25;
10000357;BECK LEONIE;;22.03.91;2;1;GERSTENPFAD 31;;40476 DUESSELDORF;276;D;;;KAUFMAENNISCHE ANGES;01.12.11;01.11.16;
10000358;MUELLER KATHARINA;;08.04.95;2;2;HIRSCHPFAD;152;88045 FRIEDRICHSHAFEN;276;D;+49 152 28817 34;katharina.mueller@web.example;COIFFEUSE;01.11.13;31.12.25;
10000359;MUELLER MAXIMILIAN;;07.02.01;1;2;WESTHOF 71;;55116 MAINZ;276;D;+49 152 28817 64;mmueller@mail.example;STUDENTIN;;01.06.23;
10000360;MUELLER NIKLAS;;20.03.07;1;1;HIRSCHPFAD 152;;88045 FRIEDRICHSHAFEN;276;D;+49 152 28817 10;niklas.mueller07@bluemail.example;RENTNERIN;01.05.25;31.12.25;RUECKRUF ERBETEN
10000361;MUELLER FINN;;28.11.07;1;1;HIRSCHPFAD 152;;88045 FRIEDRICHSHAFEN;276;D;+49 152 28817 84;;STUDENTIN;;01.06.24;
10000362;SCHMIDT MAXIMILIAN;;12.08.07;1;1;HIRSCHPFAD;152;88045 FRIEDRICHSHAFEN;276;D;;;JURISTIN;01.10.25;31.12.25;
10000363;PORTMANN ELENA;;10.10.81;2;2;MEISENGASSE;54;8400 WINTERTHUR;756;D;+41 44 000 14 99;elena.portmann@bluemail.example;RENTNERIN;01.01.15;01.06.18;
10000364;WAGNER T.;;15.09.72;1;2;FLUSSWEG 35;;41747 VIERSEN;276;D;+49 152 28817 38;;VERKAEUFERIN;01.12.02;31.12.25;
10000365;KAUFMANN ELIF;;17.06.91;2;2;WAGNERSTRASSE 73;;4153 REINACH BL;756;D;+41 44 000 24 70;;RENTNERIN;01.02.11;31.12.25;
10000366;BOLLIGER S.;;19.09.67;1;2;MUELLERSTEIG 30;;4600 OLTEN;756;D;+41 44 000 77 52;bolliger.silvan@bluemail.example;HAUSFRAU;01.06.18;01.09.20;MAHNUNG 1 VERSANDT
10000367;RICHTER THOMAS;;10.11.75;1;3;STEGDAMM 71;;71634 LUDWIGSBURG;276;D;+49 152 28817 65;thomas64@post.example;SELBSTAENDIGE UNTERN;01.08.22;01.05.20;
10000368;HOFMANN FELIX;;27.04.82;1;1;SILBERGASSE 143;;50667 KOELN;276;D;+49 152 28817 52;;SELBSTAENDIGE UNTERN;01.01.05;01.08.17;
10000369;ROCHAT DOMINIQUE;;12.04.36;1;2;ALLEE DES ECOLES 21;;1212 GRAND-LANCY;756;F;+41 44 000 40 66;;RENTNERIN;01.11.10;31.12.25;
10000370;EMMENEGGER U.;;06.04.63;9;2;MONDWEG 14B;;9108 GONTEN;756;D;+41 44 000 41 09;;MECHANIKERIN;01.11.12;31.12.25;
10000371;CORNU SVETLANA;;25.09.85;2;2;ROUTE DES CYCLAMENS 104;;1003 LAUSANNE;756;F;+41 44 000 76 49;cornu.svetlana@web.example;COIFFEUSE;01.10.05;01.11.23;DUBLETTE? S. PVS-L
10000372;BRANDT BIRGIT;;11.05.54;2;2;VEILCHENDAMM 17;;44575 CASTROP-RAUXEL;276;D;+49 152 28817 76;;RENTNERIN;01.12.15;01.05.16;MAHNUNG 1 VERSANDT
10000373;NUSSBAUMER SELINA;;02.12.84;2;2;HOLUNDERWEG 10;;6460 ALTDORF UR;756;D;+41 44 000 61 42;;VERWALTUNGSANGESTELL;01.02.03;01.01.17;
10000374;STEINER ELIAS;;27.09.75;1;1;POSTPLATZ 51;;4142 MUENCHENSTEIN;756;D;;elias41@mail.example;RENTNERIN;01.02.03;01.10.24;
10000375;ZUERCHER UELI;;14.02.77;1;2;HECHTHOF 4B;;9630 WATTWIL;756;D;+41 44 000 88 16;uzuercher@post.example;LANDWIRTIN;01.02.12;01.07.21;
10000376;DIALLO ELENI;;20.12.79;2;2;TULPENPFAD 33;;65183 WIESBADEN;276;D;+49 152 28817 27;;INGENIEURIN;01.03.16;31.12.25;
10000377;DIALLO NIKLAS;;22.05.78;1;2;TULPENPFAD 33;;65183 WIESBADEN;276;D;;ndiallo@mail.example;PFLEGEFACHFRAU;;01.06.23;ADR. LT. POST GEAENDERT
10000378;DIALLO LUKAS;;;1;1;TULPENPFAD;33;65183 WIESBADEN;276;D;+49 152 28817 31;;STUDENTIN;01.08.25;01.12.21;
10000379;HESS CHRISTIAN;;16.09.74;1;2;WEIHERHOF 95;;4900 LANGENTHAL;756;D;+41 44 000 59 57;christian24@mail.example;RENTNERIN;01.09.12;01.11.15;
10000380;HESS KARIN;;07.10.68;2;2;WEIHERHOF 95;;4900 LANGENTHAL;756;D;+41 44 000 99 69;;DACHDECKERIN;;01.06.17;
10000381;HAAS HANNA;;02.05.97;2;1;STORCHENDAMM 63;;44135 DORTMUND;276;D;+49 152 28817 00;;KAUFMAENNISCHE ANGES;01.10.22;31.12.25;
10000382;FERNANDES SOFIA;;20.02.73;2;1;BACHDAMM 111A;;04277 LEIPZIG;276;D;+49 152 28817 67;;POLIZISTIN;01.10.12;01.07.17;
10000383;BECKER M.;;01.11.84;2;5;BIRKENHOF 134;;29221 CELLE;276;D;+49 152 28817 74;;MAURERIN;01.08.08;01.07.16;
10000384;ARSLAN YANNIS;;20.08.80;1;5;MORGENWEG 83;;38100 BRAUNSCHWEIG;276;D;+49 152 28817 82;yannis.arslan@mail.example;HAUSFRAU;;01.11.17;
10000385;BECKER D.;;27.06.07;1;1;SOMMERALLEE 135;;46236 BOTTROP;276;D;+49 152 28817 33;;VERKAEUFERIN;;01.06.19;
10000386;BECKER S.;;18.10.07;1;1;MORGENWEG 83;;38100 BRAUNSCHWEIG;276;D;+49 152 28817 89;samuel.becker@bluemail.example;INFORMATIKERIN;01.12.25;01.06.22;
10000387;BECKER PAUL;;12.11.07;1;1;MORGENWEG 83;;38100 BRAUNSCHWEIG;276;D;+49 152 28817 89;paul.becker@post.example;STUDENTIN;;01.03.19;
10000388;ZEHNDER FABIENNE;;11.08.85;2;5;MOOSWEG 110;;6003 LUZERN;756;D;+41 44 000 93 17;;INGENIEURIN;01.06.09;31.12.25;
10000389;NUSSBAUMER L.;;17.07.86;2;5;WIESENHOF 109;;8500 FRAUENFELD;756;D;+41 44 000 08 61;;KAUFMAENNISCHE ANGES;01.06.14;01.12.24;
10000390;NUSSBAUMER BRUNO;;14.02.92;1;5;WIESENHOF 109;;8500 FRAUENFELD;756;D;+41 44 000 97 97;bnussbaumer@post.example;RENTNERIN;;01.11.17;DUBLETTE? S. PVS-L
10000391;NUSSBAUMER DOMINIK;;25.10.07;1;1;WIESENHOF 109;;8500 FRAUENFELD;756;D;+41 44 000 39 63;dnussbaumer@web.example;STUDENTIN;;31.12.25;
10000392;GERBER YANNICK;;17.08.90;1;5;LERCHENMATTE 42;;6003 LUZERN;756;D;+41 44 000 57 94;yannick.gerber@bluemail.example;RENTNERIN;01.04.10;01.05.17;
10000393;SCHLAEFLI JONAS;;02.12.94;1;5;LERCHENMATTE 42;;6003 LUZERN;756;D;+41 44 000 69 72;jonas.schlaefli94@mail.example;BANKANGESTELLTE;01.09.13;31.12.25;
10000394;PAPADOPOULOS DRAGAN;;06.09.60;1;2;KAPELLENHALDE 96;;9630 WATTWIL;756;D;+41 44 000 29 17;dragan.papadopoulos60@bluemail.example;RENTNERIN;01.02.05;01.02.22;
10000395;MARBACH DANIELA;;25.04.60;2;2;KAPELLENHALDE 96;;9630 WATTWIL;756;D;+41 44 000 43 54;;RENTNERIN;;31.12.25;
10000396;HOFFMANN EMILIA;;24.10.73;2;2;FLACHSRING 29;;76133 KARLSRUHE;276;D;;;INGENIEURIN;01.09.01;01.02.16;
10000397;JUNG R.;;01.01.00;1;2;FLACHSRING 29;;76133 KARLSRUHE;276;D;+49 152 28817 99;ralf.jung@web.example;VERWALTUNGSANGESTELL;01.10.06;31.12.25;KUNDE WUENSCHT KEINE WERBUNG
10000398;HOFFMANN LUKAS;;03.01.05;1;1;FLACHSRING 29;;76133 KARLSRUHE;276;D;+49 152 28817 96;;MECHANIKERIN;;01.10.16;
10000399;HOFFMANN EMIL;;26.01.03;1;1;FLACHSRING;29;76133 KARLSRUHE;276;D;+49 152 28817 59;;LANDWIRTIN;;01.11.17;
10000400;SAHIN ANA;;26.12.53;2;2;LINDENWEG;7;80331 MUENCHEN;276;D;+49 152 28817 91;;RENTNERIN;01.06.14;01.07.18;
10000401;SAHIN S.;;28.08.50;1;2;AHORNGASSE 111;;04229 LEIPZIG;276;D;;stefan.sahin@bluemail.example;RENTNERIN;01.05.05;31.12.25;
10000402;STEINER PHILIPP;;20.08.93;1;2;KIRCHGASSE;90;8400 WINTERTHUR;756;D;+41 44 000 84 09;;GRAFIKERIN;01.06.20;01.12.23;
10000403;BERGER P.;;26.12.95;2;2;KIRCHGASSE 90;;8400 WINTERTHUR;756;D;+41 44 000 68 54;;MALERIN;01.03.16;01.06.20;
10000404;STEINER GIAN;;21.01.07;1;1;KIRCHGASSE 90;;8400 WINTERTHUR;756;D;+41 44 000 14 84;steiner.gian@web.example;STUDENTIN;;01.07.18;KUNDE WUENSCHT KEINE WERBUNG
10000405;MEYER MANüLA;;07.02.72;2;2;EISENSTEIG 145;;67346 SPEYER;276;D;;;RENTNERIN;01.10.07;01.01.23;
10000406;MEYER HORST;;20.08.68;1;2;EISENSTEIG 145;;67346 SPEYER;276;D;+49 152 28817 39;hmeyer@post.example;LEHRERIN;;01.08.16;
10000407;MICHEL URS;;02.07.63;1;2;MARKTHALDE 117;;8952 SCHLIEREN;756;D;+41 44 000 25 14;;RENTNERIN;01.05.19;01.03.15;
10000408;MICHEL MARIA JOSE;;25.09.66;2;2;MARKTHALDE 117;;8952 SCHLIEREN;756;D;+41 44 000 55 36;michel.maria-jose@post.example;PFLEGEFACHFRAU;01.03.22;31.12.25;
10000409;MICHEL FRANZISKA;;21.09.89;2;1;MARKTHALDE 117;;8952 SCHLIEREN;756;D;+41 44 000 51 95;franziska46@mail.example;PFLEGEFACHFRAU;;01.05.22;
10000410;BECK H.;;22.11.76;1;1;UNTEREREHRING 68;;08056 ZWICKAU;276;D;;henry74@bluemail.example;VERWALTUNGSANGESTELL;01.04.07;01.11.15;
10000411;KLEIN M.;;11.12.87;1;2;UNTEREGARTENDAMM 67;;81241 MUENCHEN;276;D;;;INFORMATIKERIN;01.11.16;01.08.07;
10000412;GEORGIOU FATMA;;07.04.57;2;5;ALTEENZIANPLATZ 86;;7320 SARGANS;756;D;+41 44 000 08 47;fatma98@post.example;RENTNERIN;01.10.07;01.11.17;
10000413;ROHRER SAMUEL;;07.09.05;1;1;UNTEREHANGWEG 42;;8400 WINTERTHUR;756;D;+41 44 000 52 07;srohrer@bluemail.example;STUDENTIN;01.04.24;01.04.13;
10000414;JANSSEN T.;;18.02.82;1;5;ALTESANDRING 78;;50226 FRECHEN;276;D;+49 152 28817 81;;RENTNERIN;01.09.12;01.12.11;
10000415;ROTH EMMA;;05.09.07;2;1;UNTEREWEBERHALDE 48;;8853 LACHEN SZ;756;D;+41 44 000 87 35;;STUDENTIN;;01.12.07;
10000416;HüBNER DIETER;;09.07.61;1;2;OBEREFELDHOF 34;;59174 KAMEN;276;D;+49 152 28817 10;;INFORMATIKERIN;01.03.07;01.11.14;
10000417;HIRT YANNIS;;03.11.94;9;2;UNTEREUFERPLATZ 49;;3000 BERN;756;D;+41 44 000 57 78;yhirt@post.example;LEHRERIN;01.12.12;01.12.10;
10000418;SOMMER LUKAS;;20.06.80;1;2;OBERETONWEG 74;;61118 BAD VILBEL;276;D;+49 152 28817 64;;STUDENTIN;01.03.15;01.11.16;
10000419;SCHMITT MARTINA;;14.05.66;2;5;OBEREROGGENALLEE 83;;74321 BIETIGHEIM-BISSINGEN;276;D;+49 152 28817 92;mschmitt@mail.example;KAUFMAENNISCHE ANGES;01.07.03;01.12.17;
10000420;BRUNNER MATTHIAS;;12.04.73;1;2;OBEREFALKENHOF 19;;3098 KOENIZ;756;D;+41 44 000 45 71;matthias.brunner@post.example;SOZIALARBEITERIN;;01.08.07;
10000421;RICHTER G.;;09.08.07;2;1;OBEREFUCHSGASSE 10;;77694 KEHL;276;D;;;VERWALTUNGSANGESTELL;01.11.25;01.02.16;
10000422;WYSS JAN;;02.05.92;1;2;ALTEULMENGASSE 9;;8400 WINTERTHUR;756;D;+41 44 000 30 04;;STUDENTIN;01.06.10;01.09.11;
10000423;FERNANDES SOFIA;;20.02.73;2;1;OBEREBACHDAMM 59;;04277 LEIPZIG;276;D;+49 152 28817 67;;POLIZISTIN;01.10.12;01.03.09;
