VERTRNR;PARTNR;SPARTE;TARIF;BEGDAT;ENDDAT;PRAEM;ZAHLWS;STATUS;STORNOGRD;STORNODAT;LANDKZ;VERMNR;VERMNR_ALT;SUMME;ZUSATZ1;ZUSATZ2;AENDDAT;BEMERK
40.000.404-7;20000320;20;PFM-M;01.07.18;;23800;1;S;01;01.08.24;276;56243;61182;500000000;;RUE;01.08.24;
40.000.405-5;20000546;30;PFM-K;01.09.01;;313351;2;S;01;01.11.19;276;91596;54738;50000000;;;01.11.19;
40.000.406-0;20000019;30;PFM-K;01.04.11;;168835;2;S;01;01.04.14;756;86847;14447;200000000;;;01.04.14;
40.000.407-1;20000329;30;PFM-M;01.11.15;;94762;1;S;ZZ;15.05.25;756;48269;69787;100000000;;;15.05.25;
40.000.408-6;20000396;30;PFM-M;01.09.20;;115242;4;S;ZZ;15.05.25;276;76433;64344;50000000;;;15.05.25;
40.000.409-4;20000420;30;PFM-M;01.07.17;;118403;1;S;ZZ;15.05.25;756;86847;14447;100000000;;OBJ;15.05.25;
40.000.410-3;20000441;30;PFM-K;01.08.03;;83845;1;S;01;01.05.15;276;98657;95795;50000000;;;01.05.15;
40.000.411-9;20000200;30;PFM-M;01.10.14;;181414;1;S;01;01.02.17;756;70360;55115;200000000;;;01.02.17;
40.000.412-7;20000483;30;PFM-M;01.02.15;;389812;2;S;01;01.09.19;756;42571;;200000000;;;01.09.19;
40.000.413-5;20000534;30;PFM-M;01.12.14;;108927;1;S;ZZ;15.05.25;756;93309;;100000000;;;15.05.25;VN TEL. ANGEFR., RR BIS 15.3.
40.000.414-0;20000492;30;PFM-M;01.12.17;;119120;1;S;ZZ;15.05.25;276;54269;;200000000;;;15.05.25;
