PARTNR;NAME1;NAME2;GEBDAT;GESCHL;ZIVST;ADR1;ADR2;ADR3;LANDKZ;SPRACHE;TEL;EMAIL;BERUF;KDSEIT;AENDDAT;BEMERK
20000304;MEYER LUCA;;03.06.90;1;1;BAERENWEG 7;;4612 WANGEN BEI OLTEN;756;D;+41 44 000 43 37;;MAURERIN;01.03.15;31.12.25;
20000305;ROHRER ROMAN;;26.05.84;1;5;UFERMATTE 76;;8180 BUELACH;756;D;+41 44 000 69 98;roman.rohrer84@post.example;GASTWIRTIN;01.12.09;31.12.25;
20000306;ROHRER LADINA;;26.02.84;2;5;UFERMATTE 76;;8180 BUELACH;756;D;+41 44 000 03 64;;INGENIEURIN;01.09.03;31.12.25;
20000307;ROHRER NINA;;17.02.07;2;1;UFERMATTE 76;;8180 BUELACH;756;D;+41 44 000 46 77;;STUDENTIN;01.09.25;01.02.21;
20000308;ROHRER FABIENNE;;22.11.07;2;1;UFERMATTE 76;;8180 BUELACH;756;D;+41 44 000 45 86;;MAURERIN;;01.12.21;
20000309;HUBER PHILIPP;;09.04.71;1;2;ULMENWEG 49;;8001 ZUERICX;756;D;+41 44 000 17 86;;VERKAEUFERIN;01.04.02;01.10.19;
20000310;HUBER SANDRA;;05.10.70;2;2;ULMENWEG 49;;8001 ZUERICH;756;D;+41 44 000 51 38;shuber@bluemail.example;LEHRERIN;01.10.94;01.09.19;DUBLETTE? S. PVS-L
20000311;MAURER PASCAL;;03.10.84;1;2;EISENGASSE 95;;3000 BERN;756;D;+41 44 000 75 37;pascal89@post.example;ARCHITEKTIN;01.09.16;01.10.16;
20000312;KRAUS VOLKER;;08.03.57;1;2;TRAUBENPFAD 116;;59065 HAMM;276;D;+49 30 23125 967;;RENTNERIN;01.01.16;31.12.25;
20000313;KRAUS KATRIN;;06.01.63;2;2;TRAUBENPFAD 116;;59065 HAMM;276;D;+49 152 28817 97;;LOGISTIKERIN;;31.12.25;
20000314;HANSEN CHRISTINA;;23.08.87;2;1;TRAUBENPFAD 116;;59065 HAMM;276;D;+49 152 28817 78;;VERKAEUFERIN;;01.09.22;
20000315;HORVAT BETTINA;;22.12.67;2;2;HUEGELSTRASSE 93;;9450 ALTSTAETTEN SG;756;D;;bhorvat@bluemail.example;AERZTIN;01.01.16;01.11.24;
20000316;HORVAT BEAT;;18.08.68;1;2;HUEGELSTRASSE;93;9450 ALTSTAETTEN SG;756;D;+41 44 000 88 04;beat.horvat68@post.example;KAUFMAENNISCHE ANGES;01.08.11;31.12.25;
20000317;BERTHOUD HUGO;;28.12.90;1;2;IMPASSE DES CHATAIGNIERS 110;;1201 GENEVE;756;F;+41 44 000 24 84;;VERWALTUNGSANGESTELL;01.06.11;01.04.21;
20000318;BERTHOUD ISABELLE;;08.10.89;2;2;IMPASSE DES CHATAIGNIERS 110;;1201 GENEVE;756;F;+41 44 000 38 93;;INFORMATIKERIN;01.08.14;01.12.23;
20000319;KOCH PRISKA;;03.05.88;2;2;ACKERSTRASSE 155;;3714 FRUTIGEN;756;D;;;VERWALTUNGSANGESTELL;01.09.07;01.09.23;
20000320;RHEIN GARAGE E.K.;E.K.;;0;0;FICHTENPLATZ 15;;86150 AUGSBURG;276;D;;;;01.07.18;01.02.24;
20000321;WASSERFALLEN PHYSIOTHERAPIE AG;AG;;0;0;SOMMERRAIN 65;;5430 WETTINGEN;756;D;+41 44 000 83 27;info@wasserfallen-physiotherapie.example;;01.02.09;01.01.19;
20000322;NEUMANN ANNIKA;;20.12.81;2;5;PAPPELHOF 10;;88212 RAVENSBURG;276;D;+49 152 28817 23;;ELEKTROINSTALLATEURI;01.05.17;31.12.25;
20000323;DROZ FREDERIC;;06.05.70;1;2;ALLEE DES FAUCONS 26;;1618 CHATEL-ST-DENIS;756;F;+41 44 000 34 51;;INFORMATIKERIN;01.10.02;01.04.17;KUNDE WUENSCHT KEINE WERBUNG
20000324;DROZ OCEANE;;06.04.71;2;2;ALLEE DES FAUCONS 26;;1618 CHATEL-ST-DENIS;756;F;;oceane.droz@bluemail.example;VERWALTUNGSANGESTELL;01.11.22;31.12.25;
20000325;DROZ NATHALIE;;11.08.07;2;1;ALLEE DES FAUCONS 26;;1618 CHATEL-ST-DENIS;756;F;;;STUDENTIN;;01.12.22;
20000326;MATTHEY THOMAS;;22.02.96;1;1;ALLEE DES FAUCONS 26;;1618 CHATEL-ST-DENIS;756;F;+41 44 000 31 12;;GRAFIKERIN;01.11.14;01.07.18;
20000327;MITTELLAND METZGEREI AG;AG;;0;0;FLUSSRAIN 150;;6300 ZUG;756;D;+41 44 000 41 90;;;01.05.18;01.08.22;
20000328;TAUNUS KINDERKRIPPE GMBH & CO.;KG;;0;0;KORNWEG 177;;45468 MUELHEIM AN DER RUHR;276;D;+49 30 23125 543;;;01.12.12;31.12.25;
20000329;BLANC CHLOE;;05.04.77;2;5;IMPASSE DES TISSERANDS 49;;1110 MORGES;756;F;;;TREUHAENDERIN;01.11.10;01.06.19;ADR. LT. POST GEAENDERT
20000330;BOVET CHANTAL;;14.03.67;2;1;AVENUE DES COLLINES 70;;1020 RENENS VD;756;F;+41 44 000 20 49;cbovet@bluemail.example;SCHREINERIN;01.07.15;01.01.20;
20000331;LORENZ NADINE;;02.10.91;2;5;SCHULSTEIG 164;;33602 BIELEFELD;276;D;+49 152 28817 81;nadine49@bluemail.example;RENTNERIN;01.08.11;01.12.21;ADR. LT. POST GEAENDERT
20000332;LORENZ ELIAS;;20.09.95;1;5;SCHULSTEIG 164;;33602 BIELEFELD;276;D;;;SANITAERINSTALLATEUR;01.09.25;31.12.25;
20000333;LORENZ PRIYA;;17.08.07;2;1;SCHULSTEIG 164;;33602 BIELEFELD;276;D;+49 152 28817 06;plorenz@bluemail.example;DACHDECKERIN;01.10.25;31.12.25;
20000334;WINKLER NIKLAS;;12.01.07;1;1;SCHULSTEIG;164;33602 BIELEFELD;276;D;+49 152 28817 38;niklas8@bluemail.example;LEHRERIN;01.03.25;01.09.19;
20000335;SILVA AGNIESZKA;;04.12.77;2;3;OSTWEG 141;;4123 ALLSCHWIL;756;D;+41 44 000 98 07;;KAUFMAENNISCHE ANGES;01.01.96;31.12.25;
20000336;RUDOLF SARA;;12.07.65;2;2;ROSENRING 64;;4051 BASEL;756;D;;sara.rudolf65@web.example;VERKAEUFERIN;01.06.12;01.02.18;
20000337;BADER ROGER;;15.05.65;1;2;ROSENRING;64;4051 BASEL;756;D;+41 44 000 60 42;;LEHRERIN;;01.03.23;
20000338;RUDOLF DAVID;;28.08.00;1;1;ROSENRING 64;;4051 BASEL;756;D;+41 44 000 77 33;;GASTWIRTIN;01.12.22;01.08.23;
20000339;RUDOLF FABIENNE;;03.11.89;2;1;ROSENRING 64;;4051 BASEL;756;D;;;FORSTWARTIN;01.12.07;01.01.16;
20000340;WYSS SELINA;;02.11.75;2;2;MUEHLEACKER 55;;8134 ADLISWIL;756;D;+41 44 000 93 30;;RENTNERIN;01.06.15;01.10.16;
20000341;FISCHER ESTHER;;22.11.64;2;2;MUEHLEHALDE 172;;3072 OSTERMUNDIGEN;756;D;+41 44 000 53 36;;CHAUFFEUSE;01.09.97;01.08.22;
20000342;BRUNNER HANSPETER;;19.03.63;1;2;MUEHLEHALDE;172;3072 OSTERMUNDIGEN;756;D;+41 44 000 59 62;hanspeter.brunner63@post.example;MECHANIKERIN;01.03.23;01.11.15;
20000343;MERMOUD JEAN;;10.08.52;1;2;PLACE DES VIOLETTES;35;1201 GENEVE;756;F;+41 44 000 07 48;;RENTNERIN;01.07.14;31.12.25;
20000344;MOTTIER CHANTAL;;27.08.54;2;2;PLACE DES VIOLETTES 35;;1201 GENEVE;756;F;;;RENTNERIN;;01.07.16;
20000345;FOURNIER MAXIME;;26.09.83;1;1;PLACE DES VIOLETTES 35;;1201 GENEVE;756;F;;;SANITAERINSTALLATEUR;;01.06.18;
20000346;HESS REGULA;;26.08.61;2;4;SCHULPLATZ 165;;8001 ZUERICH;756;D;;;MAURERIN;01.09.16;31.12.25;
20000347;LIMMAT APOTHEKE GMBH;GMBH;;0;0;PROMENADE DES SAPINS;161;1110 MORGES;756;F;+41 44 000 86 56;info@limmat-apotheke.example;;01.04.08;31.12.25;
20000348;FREI ROLF;;27.08.60;1;2;ERLENGASSE 135;;8001 ZUERICH;756;D;;;RENTNERIN;01.10.13;01.10.17;
20000349;FREI CORINNE;;22.11.62;2;2;ERLENGASSE 135;;8001 ZUERICH;756;D;+41 44 000 48 82;;VERKAEUFERIN;01.10.09;01.01.18;
20000350;FREI YANNICK;;18.10.91;1;1;ERLENGASSE 135;;8001 ZUERICH;756;D;+41 44 000 10 23;;AERZTIN;01.02.12;31.12.25;
20000351;KUHN CYRILL;;04.01.92;1;1;ERLENGASSE 135;;8001 ZUERICH;756;D;+41 44 000 62 83;cyrill.kuhn92@post.example;KAUFMAENNISCHE ANGES;;01.03.15;
20000352;KELLER NOAH;;19.02.94;1;1;ERLENGASSE 135;;8001 ZUERICH;756;D;+41 44 000 72 81;noah.keller@mail.example;LEHRERIN;;01.09.18;
20000353;FERNANDES CARLOS;;10.08.87;1;2;SENTIER DES ABEILLES 175;;1290 VERSOIX;756;F;;;RENTNERIN;01.09.06;31.12.25;
20000354;HENCHOZ OCEANE;;17.01.83;2;2;SENTIER DES ABEILLES 175;;1290 VERSOIX;756;F;+41 44 000 57 58;;VERKAEUFERIN;01.04.16;01.06.23;
20000355;LEHMANN FABIENNE;;23.01.80;2;2;MARKTHALDE 142;;9500 WIL SG;756;D;+41 44 000 55 94;fabienne.lehmann@bluemail.example;INFORMATIKERIN;01.07.05;01.04.23;
20000356;WEGNER SEBASTIAN;;16.06.63;1;2;WESTDAMM 157;;65428 RUESSELSHEIM AM MAIN;276;D;+49 152 28817 47;;STUDENTIN;01.06.14;31.12.25;
20000357;PAPE VOLKER;;06.07.66;1;2;WESTDAMM 157;;65428 RUESSELSHEIM AM MAIN;276;D;;volker.pape@mail.example;KAUFMAENNISCHE ANGES;01.08.99;31.12.25;KUNDE WUENSCHT KEINE WERBUNG
20000358;SCHREIBER CHRISTINA;;03.02.78;2;5;KORNGASSE 70;;91522 ANSBACX;276;D;+49 152 28817 62;;LEHRERIN;01.11.05;01.01.19;
20000359;SCHREIBER BJOERN;;05.02.74;1;5;KORNGASSE 70;;91522 ANSBACH;276;D;+49 152 28817 02;;INGENIEURIN;01.10.15;31.12.25;
20000360;SCHREIBER HANNA;;01.01.07;2;1;KORNGASSE 70;;91522 ANSBACH;276;D;+49 152 28817 52;hanna93@bluemail.example;STUDENTIN;;31.12.25;RUECKRUF ERBETEN
20000361;SCHREIBER NOAH;;13.04.06;1;1;KORNGASSE 70;;91522 ANSBACH;276;D;+49 152 28817 65;noah.schreiber06@mail.example;STUDENTIN;;01.03.18;
20000362;DA SILVA DRAGAN;;10.07.50;1;2;SEEKAMP 180;;02625 BAUTZEN;276;D;+49 30 23125 599;;RENTNERIN;01.04.96;01.03.15;
20000363;SCHULZE JENNIFER;;14.07.86;2;2;TONWEG;25;61118 BAD VILBEL;276;D;+49 152 28817 47;;ELEKTROINSTALLATEURI;01.11.18;01.07.23;
20000364;SOMMER LUKAS;;20.06.80;1;2;TONWEG;25;61118 BAD VILBEL;276;D;+49 152 28817 64;;STUDENTIN;01.03.15;01.03.19;
20000365;SCHULZE CHARLOTTE;;21.06.07;2;1;TONWEG;25;61118 BAD VILBEL;276;D;+49 152 28817 07;;INFORMATIKERIN;;01.09.23;
20000366;SCHULZE PAUL;;23.09.07;1;1;TONWEG 25;;61118 BAD VILBEL;276;D;;schulze.paul@mail.example;STUDENTIN;;01.12.15;
20000367;WOLF ANJA;;06.07.72;2;5;ADLERGASSE 2;;55116 MAINZ;276;D;+49 152 28817 99;anja.wolf@web.example;KAUFMAENNISCHE ANGES;01.09.20;01.09.19;
20000368;THOMAS SUSANNE;;22.04.70;2;5;ADLERGASSE 2;;55116 MAINZ;276;D;+49 152 28817 86;;MECHANIKERIN;01.04.13;31.12.25;
20000369;SOLOTHURN-WEST ZIMMEREI SAGL;SAGL;;0;0;ABENDRAIN;180;5430 WETTINGEN;756;D;+41 44 000 85 14;;;01.01.01;31.12.25;
20000370;TANNER FLURIN;;08.02.97;1;2;FLUSSPLATZ 26A;;3000 BERN;756;D;;;LEHRERIN;01.02.19;01.02.16;
20000371;AMREIN DAVID;;;1;2;FLUSSPLATZ 26A;;3000 BERN;756;D;;david.amrein@bluemail.example;ELEKTROINSTALLATEURI;01.02.18;31.12.25;DUBLETTE? S. PVS-L
20000372;JURA BERATUNG GMBH;GMBH;;0;0;ROGGENHOF 57;;8001 ZUERICH;756;D;+41 44 000 79 32;;;01.02.16;01.06.23;KUNDE WUENSCHT KEINE WERBUNG
20000373;KAYA LAURA;;22.03.83;2;2;KIRSCHWEG 15;;9500 WIL SG;756;D;+41 44 000 69 49;;KAUFMAENNISCHE ANGES;01.08.01;01.08.17;
20000374;KOCH FABIENNE;;26.09.89;2;2;KIRSCHWEG 15;;9500 WIL SG;756;D;+41 44 000 02 60;;RENTNERIN;01.05.18;31.12.25;
20000375;KAYA CORINNE;;21.10.07;2;1;KIRSCHWEG 15;;9500 WIL SG;756;D;+41 44 000 72 49;;STUDENTIN;01.11.25;01.06.18;
20000376;KAYA BEN;;01.01.00;1;1;KIRSCHWEG 15;;9500 WIL SG;756;D;+41 44 000 32 90;;STUDENTIN;;01.02.15;
20000377;KAYA JOEL;;05.03.07;1;1;KIRSCHWEG 15;;9500 WIL SG;756;D;;;AERZTIN;01.11.25;31.12.25;VN TEL. ANGEFR., RR BIS 15.3.
20000378;MEYER TIM;;09.11.95;1;1;FICHTENRAIN 169A;;8001 ZUERICH;756;D;+41 44 000 67 63;;STUDENTIN;01.11.19;01.03.15;RUECKRUF ERBETEN
20000379;BERISHA SVETLANA;;17.02.80;2;5;HECHTSTRASSE 138C;;81241 MUENCHEN;276;D;+49 152 28817 75;;RENTNERIN;01.02.18;01.07.20;
20000380;WEISS SEBASTIAN;;28.10.82;1;5;HECHTSTRASSE 138C;;81241 MUENCHEN;276;D;+49 152 28817 12;;CHAUFFEUSE;01.01.05;01.12.21;VN TEL. ANGEFR., RR BIS 15.3.
20000381;BERISHA LUKAS;;19.12.06;9;1;HECHTSTRASSE 138C;;81241 MUENCHEN;276;D;+49 152 28817 27;;STUDENTIN;;31.12.25;
20000382;BERISHA ALI;;26.11.07;1;1;HECHTSTRASSE 138C;;81241 MUENCHEN;276;D;+49 30 23125 473;ali.berisha@post.example;STUDENTIN;;01.05.21;
20000383;SCHULZ STEFAN;;07.01.86;1;1;BRUNNENGASSE 153;;17489 GREIFSWALD;276;D;;stefan93@mail.example;KAUFMAENNISCHE ANGES;01.01.19;31.12.25;RUECKRUF ERBETEN
20000384;KELLER CARLOS;;05.03.59;1;2;TONRING 139;;3904 NATERS;756;D;;;RENTNERIN;01.08.13;31.12.25;
20000385;KELLER ANNEMARIE;;03.04.59;2;2;TONRING 139;;3904 NATERS;756;D;;;RENTNERIN;01.02.22;01.04.24;
20000386;WEBER SELINA;;03.09.83;2;1;TONRING 139;;3904 NATERS;756;D;+41 44 000 94 99;;STUDENTIN;01.09.07;31.12.25;
20000387;ROTH JAN;;10.06.85;1;2;BAERENGASSE 54;;8750 GLARUS;756;D;+41 44 000 23 25;;KOECHIN;01.01.15;01.05.18;DUBLETTE? S. PVS-L
20000388;ROTH FRANZISKA;;25.09.89;2;2;BAERENGASSE 54;;8750 GLARUS;756;D;+41 44 000 90 58;;GERUESTBAUERIN;01.11.10;01.05.19;
20000389;NOVAK VESNA;;03.08.75;2;4;NELKENRING 72;;06108 HALLE (SAALE);276;D;+49 152 28817 70;;STUDENTIN;01.09.00;31.12.25;
20000390;GRUBER SABINE;;24.12.79;2;2;FLUSSALLEE 63B;;85049 INGOLSTADT;276;D;+49 152 28817 50;;KAUFMAENNISCHE ANGES;01.12.09;31.12.25;DUBLETTE? S. PVS-L
20000391;STOLL FELIX;;26.08.79;1;2;GARTENRAIN 64;;2500 BIEL/BIENNE;756;D;+41 44 000 56 99;felix97@post.example;VERKAEUFERIN;01.03.15;01.10.19;
20000392;RIGI SYSTEMS AG;AG;;0;0;STEGGASSE 128;;8880 WALENSTADT;756;D;+41 44 000 88 96;info@rigi-systems.example;;01.05.13;01.06.23;
20000393;EGGENBERGER LARA;;01.01.00;2;5;OSTHOF;116;8304 WALLISELLEN;756;D;+41 44 000 58 52;eggenberger.lara@mail.example;SANITAERINSTALLATEUR;01.01.13;01.07.24;
20000394;EGGENBERGER LUKAS;;21.08.93;1;5;OSTHOF;116;8304 WALLISELLEN;756;D;+41 44 000 46 17;leggenberger@post.example;SOZIALARBEITERIN;01.07.17;31.12.25;
20000395;SCHULZE MATTHIAS;;11.05.83;1;2;SEESTEIG 50;;44135 DORTMUND;276;D;+49 152 28817 06;matthias.schulze83@post.example;SELBSTAENDIGE UNTERN;01.01.20;01.07.24;
20000396;MAIN TEXTIL E.K.;E.K.;;0;0;STEINWEG 165;;97070 WUERZBURG;276;D;+49 30 23125 321;info@main-textil.example;;01.09.20;01.05.20;
20000397;MICHAUD GUILLAUME;;13.02.93;1;1;RUE DES PAPILLONS 9;;1907 SAXON;756;F;+41 44 000 60 14;;RENTNERIN;01.10.13;01.12.22;
20000398;KAUFMANN BRIGITTE;;11.10.62;2;1;SCHWANENGASSE 156;;8610 USTER;756;D;;;DACHDECKERIN;01.07.09;01.02.24;
20000399;SCHMITT MARTINA;;14.05.66;2;5;ROGGENALLEE;58;74321 BIETIGHEIM-BISSINGEN;276;D;+49 152 28817 92;mschmitt@mail.example;KAUFMAENNISCHE ANGES;01.07.03;01.09.17;
20000400;SCHMITT TORSTEN;;04.07.66;1;5;ROGGENALLEE 58;;74321 BIETIGHEIM-BISSINGEN;276;D;+49 152 28817 50;;ELEKTROINSTALLATEURI;01.07.15;31.12.25;
20000401;WIDMER URS;;01.04.45;1;1;HUEGELMATTE 179;;4632 TRIMBACH;756;D;+41 44 000 94 87;widmer.urs@bluemail.example;RENTNERIN;01.12.04;01.08.15;VN TEL. ANGEFR., RR BIS 15.3.
20000402;BRUNNER KAETHI;;25.04.68;2;2;FALKENHOF;52;3098 KOENIZ;756;D;+41 44 000 35 36;;KAUFMAENNISCHE ANGES;01.10.05;31.12.25;
20000403;BRUNNER MATTHIAS;;12.04.73;1;2;FALKENHOF 52;;3098 KOENIZ;756;D;+41 44 000 45 71;;SOZIALARBEITERIN;;01.01.17;
20000404;GRAF JASMIN;;24.07.84;2;2;KALKRING 122;;8590 ROMANSHORN;756;D;;;RENTNERIN;01.05.03;31.12.25;
20000405;GRAF FELIX;;28.02.90;1;2;KALKRING 122;;8590 ROMANSHORN;756;D;;;ELEKTROINSTALLATEURI;01.04.14;31.12.25;
20000406;SCHULZE FRANZISKA;;01.01.00;2;3;STERNENGASSE 43;;55543 BAD KREUZNACH;276;D;+49 152 28817 06;;PHYSIOTHERAPEUTIN;01.05.05;31.12.25;
20000407;BOCK FELIX;;08.05.75;2;2;ACKERPFAD 49;;48431 RHEINX;276;D;;felix23@post.example;CHAUFFEUSE;01.03.12;01.08.24;
20000408;NOWAK FRANK;;17.04.69;1;1;FARNALLEE 4;;74653 KUENZELSAU;276;D;+49 152 28817 63;frank53@web.example;LEHRERIN;01.07.99;01.12.22;
20000409;GEORGIOU BIRGIT;;07.05.89;2;2;WESTPFAD 80;;41061 MOENCHENGLADBACH;276;D;+49 152 28817 17;;ELEKTROINSTALLATEURI;01.01.14;01.03.17;
20000410;GEORGIOU DIRK;;17.10.87;1;2;WESTPFAD 80;;41061 MOENCHENGLADBACH;276;D;+49 152 28817 90;;GASTWIRTIN;;31.12.25;
20000411;TAUNUS INFORMATIK E.K.;E.K.;;0;0;WIESENSTEIG;109;09405 ZSCHOPAU;276;D;;;;01.11.20;31.12.25;
20000412;ZELLER NADINE;;12.11.89;2;2;HANGWEG;121;46483 WESEL;276;D;;;PFLEGEFACHFRAU;01.03.18;01.12.18;DUBLETTE? S. PVS-L
20000413;ZELLER HOLGER;;15.08.83;1;2;HANGWEG;121;46483 WESEL;276;D;+49 152 28817 83;holger.zeller@web.example;INFORMATIKERIN;01.10.02;31.12.25;
20000414;SIMON TORSTEN;;24.10.68;1;2;FLACHSKAMP 39;;01067 DRESDEN;276;D;+49 152 28817 13;torsten.simon68@mail.example;SCHREINERIN;01.11.95;01.04.20;
20000415;SIMON UTE;;27.11.74;2;2;FLACHSKAMP 39;;01067 DRESDEN;276;D;+49 152 28817 28;;PFLEGEFACHFRAU;01.10.20;01.04.20;
20000416;SUTER DORIS;;02.09.68;2;2;LEHMSTEIG 77;;3627 HEIMBERG;756;D;+41 44 000 64 53;doris.suter@mail.example;INGENIEURIN;01.11.11;31.12.25;
20000417;HAAS LINA;;11.02.79;2;2;FUCHSGASSE 5;;77694 KEHL;276;D;+49 152 28817 12;lina9@post.example;RENTNERIN;01.07.99;01.11.23;
20000418;HAAS PAUL;;12.06.75;1;2;FUCHSGASSE 5;;77694 KEHL;276;D;+49 152 28817 39;;RENTNERIN;01.06.16;31.12.25;
20000419;RICHTER GRETA;;09.08.07;2;1;FUCHSGASSE 5;;77694 KEHL;276;D;+49 152 28817 56;greta.richter07@mail.example;VERWALTUNGSANGESTELL;01.11.25;01.06.18;DUBLETTE? S. PVS-L
20000420;NAPF DRUCK GMBH;GMBH;;0;0;AVENUE DES TILLEULS 76;;1870 MONTHEY;756;F;;info@napf-druck.example;;01.12.10;31.12.25;
20000421;ALBULA PFLEGE SARL;SARL;;0;0;HUEGELPLATZ 143;;3550 LANGNAU IM EMMENTAL;756;D;+41 44 000 79 25;;;01.05.18;31.12.25;
20000422;GIANELLA DARIO;;22.02.79;1;1;VICOLO DEI STAGNI 136;;6900 LUGANO;756;I;+41 44 000 12 69;dgianella@mail.example;VERKAEUFERIN;01.02.01;01.05.16;
20000423;SPESSART PLANUNG UG (HAFTUNGSB;EINZELFIRMA;;0;0;FLACHSHOF 101;;10245 BERLIN;276;D;+49 30 23125 710;info@spessart-planung.example;;01.11.06;01.07.24;
20000424;MARBACH ROLF;;28.06.69;1;2;WEIDENHALDE 160;;8001 ZUERICH;756;D;+41 44 000 62 34;;COIFFEUSE;01.12.12;01.01.17;
20000425;REUSS DIGITAL SA;SA;;0;0;FORELLENSTRASSE 75;;4051 BASEL;756;D;+41 44 000 16 25;info@reuss-digital.example;;01.03.08;01.06.22;
20000426;ALLGAEU ELEKTRO E.K.;E.K.;;0;0;REHALLEE 135;;95444 BAYREUTH;276;D;+49 30 23125 297;;;01.02.14;31.12.25;
20000427;WYSS JAN;;02.05.92;1;2;ULMENGASSE 26;;8400 WINTERTHUR;756;D;+41 44 000 30 04;;STUDENTIN;01.06.10;01.08.21;
20000428;WYSS MICHELLE;;22.03.96;2;2;ULMENGASSE 26;;8400 WINTERTHUR;756;D;;;VERWALTUNGSANGESTELL;;01.01.15;
20000429;ALPINA FAHRSCHULE SAGL;SAGL;;0;0;FLACHSHOF 157;;6300 ZUG;756;D;+41 44 000 36 05;;;01.01.04;01.10.15;
20000430;RODRIGUEZ FATMA;;10.11.83;2;2;ZIEGELHOF 6;;08056 ZWICKAU;276;D;+49 152 28817 09;;KAUFMAENNISCHE ANGES;01.05.13;31.12.25;
20000431;SCHMIDT MICHAEL;;19.10.77;1;2;ZIEGELHOF 6;;08056 ZWICKAU;276;D;+49 152 28817 29;;LANDWIRTIN;01.04.96;01.01.20;
20000432;TSCHUDI ADRIAN;;12.08.79;1;2;BERGACKER 25;;4528 ZUCHWIL;756;D;+41 44 000 72 35;adrian26@bluemail.example;MAURERIN;01.06.02;31.12.25;
20000433;OEZTUERK PIOTR;;16.05.91;1;2;KIRSCHPLATZ 133B;;6005 LUZERN;756;D;+41 44 000 55 17;piotr.oeztuerk91@bluemail.example;VERWALTUNGSANGESTELL;01.03.10;01.07.16;
20000434;OEZTUERK NOEMI;;09.03.96;2;2;KIRSCHPLATZ 133B;;6005 LUZERN;756;D;+41 44 000 55 08;;GRAFIKERIN;;01.01.17;
20000435;FISCHER DOMINIK;;02.05.07;1;1;KIRSCHPLATZ 133B;;6005 LUZERN;756;D;+41 44 000 35 50;dominik.fischer@post.example;STUDENTIN;01.07.25;01.11.20;
20000436;SHARMA EMRE;;08.05.07;1;1;KIRSCHPLATZ 133B;;6005 LUZERN;756;D;+41 44 000 23 71;esharma@mail.example;BANKANGESTELLTE;01.07.25;01.01.15;VN TEL. ANGEFR., RR BIS 15.3.
20000437;OEZTUERK FELIX;;05.11.07;1;1;KIRSCHPLATZ 133B;;6005 LUZERN;756;D;;;SOZIALARBEITERIN;01.12.25;01.01.24;
20000438;STEINER MARKUS;;10.09.59;1;1;GARTENRAIN 16;;8001 ZUERICH;756;D;;;RENTNERIN;01.04.13;01.11.23;
20000439;DA SILVA BRUNO;;11.07.42;1;2;KIRSCHGASSE 11;;4528 ZUCHWIL;756;D;+41 44 000 99 63;;RENTNERIN;01.01.14;01.03.20;
20000440;MAIER MARCO;;28.06.71;1;2;RATHAUSKAMP 167;;73430 AALEN;276;D;;;LANDWIRTIN;01.04.16;01.04.21;
20000441;MAIER CORNELIA;;03.01.74;2;2;RATHAUSKAMP;167;73430 AALEN;276;D;+49 152 28817 23;cmaier@bluemail.example;INFORMATIKERIN;01.08.03;01.02.21;MAHNUNG 1 VERSANDT
20000442;WISNIEWSKI NIKOLA;;16.04.07;1;1;RATHAUSKAMP 167;;73430 AALEN;276;D;+49 152 28817 11;nikola.wisniewski@post.example;RENTNERIN;;31.12.25;
20000443;REYMOND STEPHANIE;;18.11.86;2;2;IMPASSE DES VALLONS 131;;1201 GENEVE;756;F;+41 44 000 88 09;;KAUFMAENNISCHE ANGES;01.08.15;01.05.15;
20000444;HENCHOZ GABRIEL;;15.08.90;1;2;IMPASSE DES VALLONS 131;;1201 GENEVE;756;F;;gabriel.henchoz@post.example;ELEKTROINSTALLATEURI;;31.12.25;
20000445;SCHMIDT CHRISTIAN;;14.08.68;1;5;ERLENGASSE;114;88045 FRIEDRICHSHAFEN;276;D;+49 152 28817 61;;RENTNERIN;01.02.12;01.12.21;
20000446;SCHMIDT BIRGIT;;27.04.62;2;5;ERLENGASSE 114;;88045 FRIEDRICHSHAFEN;276;D;+49 152 28817 75;;SOZIALARBEITERIN;;31.12.25;
20000447;HUBER CHRISTINA;;22.12.00;2;1;ERLENGASSE 114;;88045 FRIEDRICHSHAFEN;276;D;+49 152 28817 84;;KAUFMAENNISCHE ANGES;;01.07.18;
20000448;MEMBREZ CAMILLE;;09.01.72;2;2;ALLEE DES AIGLES 66;;3960 SIERRE;756;F;+41 44 000 69 04;;CHAUFFEUSE;01.07.04;31.12.25;
20000449;WEBER YANNIS;;23.02.60;1;1;WEIDENALLEE 142;;16515 ORANIENBURG;276;D;+49 30 23125 015;;RENTNERIN;01.08.14;31.12.25;
20000450;PETERS FRANZISKA;;13.02.84;2;3;LEHMSTEIG;75;01309 DRESDEN;276;D;+49 152 28817 68;fpeters@web.example;LANDWIRTIN;01.12.15;31.12.25;MAHNUNG 1 VERSANDT
20000451;PETERS BERND;;03.12.75;1;1;ESCHENPFAD 133;;29614 SOLTAU;276;D;;bpeters@web.example;VERKAEUFERIN;01.02.13;01.08.20;
20000452;GUBLER LARIÃ?A;;28.08.89;2;2;BRUECKENWEG;153;4415 LAUSEN;756;D;+41 44 000 24 01;gubler.larissa@post.example;VERKAEUFERIN;01.02.12;01.03.21;
20000453;HADDAD IGOR;;01.01.00;1;2;KUPFERWEG 6;;12555 BERLIN;276;D;+49 152 28817 77;haddad.igor@post.example;VERWALTUNGSANGESTELL;01.08.08;31.12.25;
