quellsystem,tabelle,quell_id,feld,dq_regel,original,injiziert
VERA,PARTNER,10000245,ADR1,DQ-01,aktuelle Adresse,alte Adresse (Dublette)
VERA,PARTNER,10000245,EMAIL,DQ-06,david.rudolf@post.example,
VERA,PARTNER,10000247,EMAIL,DQ-06,fgolay@post.example,
VERA,PARTNER,10000247,TEL,DQ-06,+41 44 000 42 90,
VERA,PARTNER,10000248,TEL,DQ-06,+41 44 000 73 02,
VERA,PARTNER,10000249,EMAIL,DQ-06,esther.fischer@web.example,
VERA,PARTNER,10000252,GEBDAT,DQ-05,19861120,19000101
VERA,PARTNER,10000254,EMAIL,DQ-06,frei.corinne@mail.example,
VERA,PARTNER,10000254,TEL,DQ-06,+41 44 000 48 82,
VERA,PARTNER,10000256,EMAIL,DQ-06,cyrill.kuhn92@post.example,
VERA,PARTNER,10000259,EMAIL,DQ-06,henchoz.oceane@web.example,
VERA,PARTNER,10000260,EMAIL,DQ-06,fabienne.lehmann@bluemail.example,
VERA,PARTNER,10000262,TEL,DQ-06,+49 152 28817 622,
VERA,PARTNER,10000263,ADR1,DQ-01,aktuelle Adresse,alte Adresse (Dublette)
VERA,PARTNER,10000263,EMAIL,DQ-06,bschreiber@mail.example,
VERA,PARTNER,10000264,EMAIL,DQ-06,hanna93@bluemail.example,
VERA,PARTNER,10000265,ADR2,DQ-13,,70
VERA,PARTNER,10000265,EMAIL,DQ-06,noah.schreiber06@mail.example,
VERA,PARTNER,10000266,TEL,DQ-06,+49 30 23125 599,
VERA,PARTNER,10000268,ADR1,DQ-01,aktuelle Adresse,alte Adresse (Dublette)
VERA,PARTNER,10000268,TEL,DQ-06,+49 152 28817 864,
VERA,PARTNER,10000271,ADR2,DQ-13,,26A
VERA,PARTNER,10000272,TEL,DQ-06,+41 44 000 28 10,
VERA,PARTNER,10000273,EMAIL,DQ-06,laura.kaya83@web.example,
VERA,PARTNER,10000273,TEL,DQ-06,+41 44 000 69 49,
VERA,PARTNER,10000277,TEL,DQ-06,+41 44 000 60 44,
VERA,PARTNER,10000280,EMAIL,DQ-06,carlos92@mail.example,
VERA,PARTNER,10000281,EMAIL,DQ-06,akeller@bluemail.example,
VERA,PARTNER,10000281,TEL,DQ-06,+41 44 000 90 27,
VERA,PARTNER,10000283,EMAIL,DQ-06,froth@web.example,
VERA,PARTNER,10000283,TEL,DQ-06,+41 44 000 90 58,
VERA,PARTNER,10000284,EMAIL,DQ-06,vesna.novak@mail.example,
VERA,PARTNER,10000285,EMAIL,DQ-06,sabine47@post.example,
VERA,PARTNER,10000286,EMAIL,DQ-06,eggenberger.lara@mail.example,
VERA,PARTNER,10000286,TEL,DQ-06,+41 44 000 58 52,
VERA,PARTNER,10000288,EMAIL,DQ-06,hoffmann.thomas@bluemail.example,
VERA,PARTNER,10000289,TEL,DQ-06,+49 152 28817 978,
VERA,PARTNER,10000290,EMAIL,DQ-06,matthias56@web.example,
VERA,PARTNER,10000291,EMAIL,DQ-06,manuela79@mail.example,
VERA,PARTNER,10000296,EMAIL,DQ-06,widmer.urs@bluemail.example,
VERA,PARTNER,10000300,ADR1,DQ-01,aktuelle Adresse,alte Adresse (Dublette)
VERA,PARTNER,10000302,EMAIL,DQ-06,frank53@web.example,
VERA,PARTNER,10000304,EMAIL,DQ-06,mia.becker@bluemail.example,
VERA,PARTNER,10000305,TEL,DQ-06,+49 152 28817 173,
VERA,PARTNER,10000306,ADR2,DQ-13,,80
VERA,PARTNER,10000307,ADR2,DQ-13,,121
VERA,PARTNER,10000307,EMAIL,DQ-06,holger.zeller@web.example,
VERA,PARTNER,10000308,ADR1,DQ-01,aktuelle Adresse,alte Adresse (Dublette)
VERA,PARTNER,10000309,EMAIL,DQ-06,simon.ute@post.example,
VERA,PARTNER,10000309,TEL,DQ-06,+49 152 28817 287,
VERA,PARTNER,10000310,EMAIL,DQ-06,lina9@post.example,
VERA,PARTNER,10000312,EMAIL,DQ-06,greta.richter07@mail.example,
VERA,PARTNER,10000312,TEL,DQ-06,+49 152 28817 569,
VERA,PARTNER,10000313,TEL,DQ-06,+49 152 28817 951,
VERA,PARTNER,10000315,EMAIL,DQ-06,jessica17@bluemail.example,
VERA,PARTNER,10000316,EMAIL,DQ-06,christine.ziegler@web.example,
VERA,PARTNER,10000317,EMAIL,DQ-06,dgianella@mail.example,
VERA,PARTNER,10000319,EMAIL,DQ-06,rolf.marbach@bluemail.example,
VERA,PARTNER,10000320,EMAIL,DQ-06,jan.wyss@mail.example,
VERA,PARTNER,10000322,EMAIL,DQ-06,livia51@post.example,
VERA,PARTNER,10000323,GEBDAT,DQ-05,19771019,00000000
VERA,PARTNER,10000325,ADR1,DQ-01,aktuelle Adresse,alte Adresse (Dublette)
VERA,PARTNER,10000325,TEL,DQ-06,+41 44 000 55 08,
VERA,PARTNER,10000326,EMAIL,DQ-06,dominik.fischer@post.example,
VERA,PARTNER,10000327,ADR1,DQ-01,aktuelle Adresse,alte Adresse (Dublette)
VERA,PARTNER,10000327,ADR2,DQ-13,,68
VERA,PARTNER,10000327,ADR3,DQ-27,3000 BERN,3000 BERNX
VERA,PARTNER,10000328,EMAIL,DQ-06,oeztuerk.felix@bluemail.example,
VERA,PARTNER,10000329,TEL,DQ-06,+41 44 000 41 01,
VERA,PARTNER,10000331,EMAIL,DQ-06,stephanie44@mail.example,
VERA,PARTNER,10000332,EMAIL,DQ-06,gabriel.henchoz@post.example,
VERA,PARTNER,10000333,GEBDAT,DQ-05,19720109,19000101
VERA,PARTNER,10000333,EMAIL,DQ-06,cmembrez@mail.example,
VERA,PARTNER,10000335,EMAIL,DQ-06,gubler.larissa@post.example,
VERA,PARTNER,10000336,ADR2,DQ-13,,6
VERA,PARTNER,10000336,EMAIL,DQ-06,haddad.igor@post.example,
VERA,PARTNER,10000337,TEL,DQ-06,+49 152 28817 185,
VERA,PARTNER,10000338,EMAIL,DQ-06,nkohler@bluemail.example,
VERA,PARTNER,10000341,EMAIL,DQ-06,michaud.alexandre@bluemail.example,
VERA,PARTNER,10000342,EMAIL,DQ-06,kevin.schmidt84@web.example,
VERA,PARTNER,10000345,EMAIL,DQ-06,valerie17@mail.example,
VERA,PARTNER,10000345,TEL,DQ-06,+41 44 000 73 83,
VERA,PARTNER,10000346,EMAIL,DQ-06,guillaume76@web.example,
VERA,PARTNER,10000347,EMAIL,DQ-06,ndietiker@post.example,
VERA,PARTNER,10000348,EMAIL,DQ-06,lena86@bluemail.example,
VERA,PARTNER,10000349,GEBDAT,DQ-05,19890425,00000000
VERA,PARTNER,10000349,EMAIL,DQ-06,tschudi.gian@bluemail.example,
VERA,PARTNER,10000350,EMAIL,DQ-06,jtschudi@web.example,
VERA,PARTNER,10000351,EMAIL,DQ-06,jasmin.weber07@web.example,
VERA,PARTNER,10000351,TEL,DQ-06,+41 44 000 18 72,
VERA,PARTNER,10000352,ADR1,DQ-01,aktuelle Adresse,alte Adresse (Dublette)
VERA,PARTNER,10000352,EMAIL,DQ-06,sbaumann@bluemail.example,
VERA,PARTNER,10000354,ADR2,DQ-13,,31
VERA,PARTNER,10000355,GEBDAT,DQ-05,19810323,19000101
VERA,PARTNER,10000356,ADR3,DQ-27,40476 DUESSELDORF,40476 DUESSELDORX
VERA,PARTNER,10000356,EMAIL,DQ-06,thomas.beck@post.example,
VERA,PARTNER,10000356,TEL,DQ-06,+49 152 28817 911,
VERA,PARTNER,10000357,EMAIL,DQ-06,lbeck@web.example,
VERA,PARTNER,10000357,TEL,DQ-06,+49 152 28817 145,
VERA,PARTNER,10000358,ADR2,DQ-13,,152
VERA,PARTNER,10000359,ADR1,DQ-01,aktuelle Adresse,alte Adresse (Dublette)
VERA,PARTNER,10000362,ADR2,DQ-13,,152
VERA,PARTNER,10000362,TEL,DQ-06,+49 152 28817 837,
VERA,PARTNER,10000363,ADR2,DQ-13,,54
VERA,PARTNER,10000364,EMAIL,DQ-06,thomas.wagner72@web.example,
VERA,PARTNER,10000365,EMAIL,DQ-06,elif.kaufmann91@mail.example,
VERA,PARTNER,10000366,ADR1,DQ-01,aktuelle Adresse,alte Adresse (Dublette)
VERA,PARTNER,10000368,EMAIL,DQ-06,hofmann.felix@mail.example,
VERA,PARTNER,10000370,EMAIL,DQ-06,emmenegger.ueli@web.example,
VERA,PARTNER,10000372,EMAIL,DQ-06,bbrandt@web.example,
VERA,PARTNER,10000373,EMAIL,DQ-06,selina1@bluemail.example,
VERA,PARTNER,10000374,TEL,DQ-06,+41 44 000 59 95,
VERA,PARTNER,10000376,EMAIL,DQ-06,eleni.diallo79@web.example,
VERA,PARTNER,10000377,TEL,DQ-06,+49 152 28817 009,
VERA,PARTNER,10000378,GEBDAT,DQ-05,20070305,00000000
VERA,PARTNER,10000378,ADR2,DQ-13,,33
VERA,PARTNER,10000378,EMAIL,DQ-06,lukas.diallo07@web.example,
VERA,PARTNER,10000380,EMAIL,DQ-06,karin.hess@post.example,
VERA,PARTNER,10000382,EMAIL,DQ-06,sofia48@web.example,
VERA,PARTNER,10000383,ADR1,DQ-01,aktuelle Adresse,alte Adresse (Dublette)
VERA,PARTNER,10000383,EMAIL,DQ-06,maren.becker@bluemail.example,
VERA,PARTNER,10000385,ADR1,DQ-01,aktuelle Adresse,alte Adresse (Dublette)
VERA,PARTNER,10000388,EMAIL,DQ-06,fabienne.zehnder85@web.example,
VERA,PARTNER,10000395,EMAIL,DQ-06,marbach.daniela@bluemail.example,
VERA,PARTNER,10000396,EMAIL,DQ-06,emilia.hoffmann@bluemail.example,
VERA,PARTNER,10000396,TEL,DQ-06,+49 30 23125 950,
VERA,PARTNER,10000397,GEBDAT,DQ-05,19771119,19000101
VERA,PARTNER,10000398,EMAIL,DQ-06,lukas.hoffmann05@post.example,
VERA,PARTNER,10000399,ADR2,DQ-13,,29
VERA,PARTNER,10000399,EMAIL,DQ-06,emil.hoffmann@mail.example,
VERA,PARTNER,10000400,ADR2,DQ-13,,7
VERA,PARTNER,10000400,EMAIL,DQ-06,ana.sahin53@post.example,
VERA,PARTNER,10000401,ADR1,DQ-01,aktuelle Adresse,alte Adresse (Dublette)
VERA,PARTNER,10000401,TEL,DQ-06,+49 152 28817 790,
VERA,PARTNER,10000402,ADR2,DQ-13,,90
VERA,PARTNER,10000402,EMAIL,DQ-06,steiner.philipp@post.example,
VERA,PARTNER,10000403,EMAIL,DQ-06,priska.berger@bluemail.example,
VERA,PARTNER,10000405,NAME1,DQ-03,MEYER MANUELA,MEYER MANÃ¼LA
VERA,PARTNER,10000405,TEL,DQ-06,+49 152 28817 241,
VERA,PARTNER,10000410,PARTNR,DQ-02,10000012,10000410
VERA,PARTNER,10000411,PARTNR,DQ-02,10000068,10000411
VERA,PARTNER,10000412,PARTNR,DQ-02,10000072,10000412
VERA,PARTNER,10000413,PARTNR,DQ-02,10000081,10000413
VERA,PARTNER,10000414,PARTNR,DQ-02,10000129,10000414
VERA,PARTNER,10000415,PARTNR,DQ-02,10000136,10000415
VERA,PARTNER,10000416,PARTNR,DQ-02,10000182,10000416
VERA,PARTNER,10000417,PARTNR,DQ-02,10000197,10000417
VERA,PARTNER,10000418,PARTNR,DQ-02,10000267,10000418
VERA,PARTNER,10000419,PARTNR,DQ-02,10000294,10000419
VERA,PARTNER,10000420,PARTNR,DQ-02,10000298,10000420
VERA,PARTNER,10000421,PARTNR,DQ-02,10000312,10000421
VERA,PARTNER,10000422,PARTNR,DQ-02,10000320,10000422
VERA,PARTNER,10000423,PARTNR,DQ-02,10000382,10000423
VERA,VERTRAG,L-0000002,VERMNR,DQ-11,57109,52547
VERA,VERTRAG,L-0000026,VERMNR,DQ-11,29923,10517
VERA,VERTRAG,L-0000034,VERMNR,DQ-11,29923,10517
VERA,VERTRAG,L-0000045,VERMNR,DQ-11,56739,33967
VERA,VERTRAG,L-0000072,VERMNR,DQ-11,57109,52547
VERA,VERTRAG,L-0000084,VERMNR,DQ-11,29923,10517
VERA,VERTRAG,L-0000100,VERMNR,DQ-11,63144,15458
VERA,VERTRAG,L-0000105,VERMNR,DQ-11,86847,14447
VERA,VERTRAG,L-0000111,VERMNR,DQ-11,98920,42571
VERA,VERTRAG,L-0000131,VERMNR,DQ-11,68857,57156
VERA,VERTRAG,L-0000152,VERMNR,DQ-11,48269,69787
VERA,VERTRAG,L-0000153,VERMNR,DQ-11,92780,31009
VERA,VERTRAG,L-0000169,VERMNR,DQ-11,57109,52547
VERA,VERTRAG,L-0000174,VERMNR,DQ-11,63144,15458
VERA,VERTRAG,L-0000198,BEMERK,DQ-15, RUECKRUF ERBETEN,Zeilenumbruch
VERA,VERTRAG,L-0000199,VERMNR,DQ-11,98920,42571
VERA,VERTRAG,L-0000208,VERMNR,DQ-11,98920,42571
VERA,VERTRAG,L-0000209,VERMNR,DQ-11,18636,66177
VERA,VERTRAG,L-0000211,VERMNR,DQ-11,87406,65215
VERA,VERTRAG,L-0000228,VERMNR,DQ-11,41309,12814
VERA,VERTRAG,L-0000240,VERMNR,DQ-11,63144,15458
VERA,VERTRAG,L-0000244,VERMNR,DQ-11,63144,15458
VERA,VERTRAG,L-0000250,VERMNR,DQ-11,63144,15458
VERA,VERTRAG,L-0000254,VERMNR,DQ-11,87406,65215
VERA,VERTRAG,L-0000286,VERMNR,DQ-11,26180,86233
VERA,VERTRAG,L-0000293,VERMNR,DQ-11,56243,61182
VERA,VERTRAG,L-0000301,VERMNR,DQ-11,56243,61182
VERA,VERTRAG,L-0000308,VERMNR,DQ-11,51301,79275
VERA,VERTRAG,L-0000321,VERMNR,DQ-11,87406,65215
VERA,VERTRAG,L-0000347,VERMNR,DQ-11,56739,33967
VERA,VERTRAG,L-0000351,VERMNR,DQ-11,56243,61182
VERA,VERTRAG,L-0000354,VERMNR,DQ-11,63144,15458
VERA,VERTRAG,L-0000357,VERMNR,DQ-11,46014,68292
VERA,VERTRAG,L-0000375,VERMNR,DQ-11,56243,61182
VERA,VERTRAG,L-0000402,VERMNR,DQ-11,56243,61182
VERA,VERTRAG,L-0000409,VERMNR,DQ-11,86847,14447
MINT,customers,2e4dd589-63ca-4d84-9522-249f137ff4fe,occupation,DQ-21,Student Wirtschaftsinformatik,studiere noch
MINT,customers,6fa41ce8-33e9-4efa-95f0-aa4490d55733,occupation,DQ-21,Beraterin Pharma-Zulassungen (selbständig),Beratung
MINT,customers,6fa41ce8-33e9-4efa-95f0-aa4490d55733,address.city,DQ-13,Basel,basel
MINT,customers,1aa258d7-98ac-4ae4-b005-143f7bce7d8d,createdAt,DQ-20,2025-05-15T13:33:49Z,2025-05-15T13:33:49
MINT,customers,26c1ab86-76a7-4c32-9fb5-05b230ea5888,occupation,DQ-21,Selbständige Unternehmerin / Selbständiger Unternehmer,Eigenes Geschäft
MINT,customers,1be1eb37-ab0a-4c10-9e5c-5f0973052ab7,occupation,DQ-21,Selbständige Unternehmerin / Selbständiger Unternehmer,Selbstständige
MINT,customers,d67f09e0-e916-45b7-9c31-a6e4b7b6e7fa,occupation,DQ-21,Rentnerin / Rentner,AHV
MINT,customers,ca5b92cc-ab66-4a7e-9ba8-0460eb54aab0,email,DQ-18,klein.torsten@post.example,klein.torsten.7@post.example
MINT,customers,ce138ad8-d49f-453a-a0b2-c224bb2064e6,occupation,DQ-21,Beraterin / Berater,Unternehmensberatung
MINT,customers,5075ed60-bbdc-4461-893b-0fdde8c47b9b,createdAt,DQ-20,2025-12-01T16:10:16Z,2025-12-01T16:10:16
MINT,customers,8ab23bfe-13be-49fa-a0ef-c1d26877926a,createdAt,DQ-20,2021-06-01T13:11:51Z,2021-06-01T13:11:51
MINT,customers,d6b73ab0-5ff7-4c99-bf10-f0f592188e82,email,DQ-18,jan.ernst82@web.example,jan.ernst82.39@post.example
MINT,customers,cecdac83-25c9-4cf2-9b8e-295fe0d745a4,occupation,DQ-21,Lehrerin / Lehrer,Teacher
MINT,customers,8f5e8d41-aad6-40f9-abfb-8b0e28fe5fdc,createdAt,DQ-20,2016-02-01T14:43:45Z,2016-02-01T14:43:45
MINT,customers,6e2e99ed-9308-4cf9-a98b-0edf07eba978,occupation,DQ-21,Verkäuferin / Verkäufer,Verkäuferin
MINT,customers,aae3863e-8fc6-414a-865d-93255e746422,createdAt,DQ-20,2021-02-01T15:09:26Z,2021-02-01T15:09:26
MINT,customers,62748914-1f5b-4738-a720-1c6c87dcbdbd,createdAt,DQ-20,2023-03-01T12:23:11Z,2023-03-01T12:23:11
MINT,customers,43002c0e-644b-46ec-98ae-30c2189174c4,occupation,DQ-21,Studentin / Student,Studentin ETH
MINT,customers,5e490469-53d5-4361-bccf-95eb38fdbab9,occupation,DQ-21,Verkäuferin / Verkäufer,Detailhandel
MINT,customers,e8e9bd5d-e012-4f7c-aa70-add929a93141,occupation,DQ-21,Studentin / Student,studiere noch
MINT,customers,0f05226d-90da-4538-b032-77699fff15df,createdAt,DQ-20,2025-05-15T12:04:00Z,2025-05-15T12:04:00
MINT,customers,56e0e0a5-5aa1-42d1-b089-1897c2045431,occupation,DQ-21,Kaufmännische Angestellte / Kaufmännischer Angestellter,KV
MINT,customers,0f610d83-47ff-40be-acca-3f3b5c27fe0e,createdAt,DQ-20,2025-05-15T12:47:23Z,2025-05-15T12:47:23
MINT,customers,8bca3f8b-472c-4cf2-96ca-271d33050334,occupation,DQ-21,Kaufmännische Angestellte / Kaufmännischer Angestellter,Kaufmann
MINT,customers,92bd318a-c7d3-4155-b62a-83dc54ea0ae3,occupation,DQ-21,Beraterin / Berater,Consultant
MINT,customers,dc7d3f04-7e6d-4c95-9eeb-66c009c8a271,createdAt,DQ-20,2025-12-01T09:04:46Z,2025-12-01T09:04:46
MINT,customers,26cb6db3-f1df-4f03-89a7-9f7daf7b5b04,occupation,DQ-21,Kaufmännische Angestellte / Kaufmännischer Angestellter,kaufm. Angestellte
MINT,customers,26cb6db3-f1df-4f03-89a7-9f7daf7b5b04,createdAt,DQ-20,2023-11-01T11:06:07Z,2023-11-01T11:06:07
MINT,customers,57cb8323-135f-4daa-b186-535fce863a3f,createdAt,DQ-20,2020-10-01T16:52:03Z,2020-10-01T16:52:03
MINT,customers,0f76861b-db05-452e-9ea7-14355280d8c7,occupation,DQ-21,Beraterin / Berater,Consultant
MINT,customers,e4c5eac0-ae4d-4a0b-bb4b-0e892a9770e0,createdAt,DQ-20,2023-04-01T14:53:06Z,2023-04-01T14:53:06
MINT,customers,d6b841ed-573a-4e62-a8fc-c7ae523de514,address.city,DQ-13,Köthen (Anhalt),Köthen (Anhalt)
MINT,customers,94a55c23-83db-4643-b986-5f3527fc3871,createdAt,DQ-20,2025-05-15T17:40:07Z,2025-05-15T17:40:07
MINT,customers,a74f75bd-88e5-4a31-be38-6b1fe4c96e78,person.birthDate,DQ-24,2001-04-02,1900-01-01
MINT,customers,b1b9374a-300d-4f9d-bd6a-5964b5967dc0,occupation,DQ-21,Verkäuferin / Verkäufer,Verkäuferin
MINT,customers,08920f0b-7575-4687-813b-bc11d4039ab9,createdAt,DQ-20,2025-05-15T10:25:21Z,2025-05-15T10:25:21
MINT,customers,140292bf-f9c7-46c7-9bd5-db5892733edc,createdAt,DQ-20,2025-05-15T15:29:44Z,2025-05-15T15:29:44
MINT,customers,2bf9b4ef-4835-4b80-83d1-800a30e8af7e,occupation,DQ-21,Verkäuferin / Verkäufer,Verkäuferin
MINT,customers,aabdb5b9-fe43-4a6f-80b8-ae1ec48a3655,occupation,DQ-21,Studentin / Student,Studentin ETH
MINT,customers,fcef0706-3ba0-4a07-bbcb-a557bb63b75f,occupation,DQ-21,Kaufmännische Angestellte / Kaufmännischer Angestellter,KV
MINT,customers,72359649-936c-4578-a021-e9796c80db8e,occupation,DQ-21,Rentnerin / Rentner,Rentner
MINT,customers,6133c083-5edf-4286-84a8-d6d8266bf2ab,occupation,DQ-21,Rentnerin / Rentner,Ruhestand
MINT,customers,82c2ace5-c014-4f43-ad17-ae51ecae4b21,occupation,DQ-21,Kaufmännische Angestellte / Kaufmännischer Angestellter,Büro
MINT,customers,09af0701-cc7d-4b8b-ad01-b0ecfba186f4,person.birthDate,DQ-24,1980-04-28,1900-01-01
MINT,customers,2b7dcdbe-6935-46de-8c54-c46371e6af68,createdAt,DQ-20,2022-01-01T09:36:36Z,2022-01-01T09:36:36
MINT,customers,68107a5f-8151-41d8-8c12-a3e1381cce34,address.city,DQ-13,Schaffhausen,Shaffhausen
MINT,customers,bb057253-5820-4e8d-a90e-88669ab8b90c,createdAt,DQ-20,2025-05-15T17:27:16Z,2025-05-15T17:27:16
MINT,customers,3f954697-ca20-4ba2-be59-5f244515aa30,person.birthDate,DQ-24,1988-01-16,1900-01-01
MINT,customers,72cd9506-5bae-4154-afef-99f163269b69,occupation,DQ-21,Rentnerin / Rentner,pensioniert
MINT,customers,72cd9506-5bae-4154-afef-99f163269b69,createdAt,DQ-20,2022-07-01T15:57:59Z,2022-07-01T15:57:59
MINT,customers,49d53845-d663-4adc-afc4-ac2e52b0636e,createdAt,DQ-20,2025-05-15T07:26:05Z,2025-05-15T07:26:05
MINT,customers,93332343-4ca8-4680-a926-d13381add703,occupation,DQ-21,Kaufmännische Angestellte / Kaufmännischer Angestellter,Sachbearbeiterin
MINT,customers,4426b5b7-11f0-4097-9a0d-f40dcbeccb2f,occupation,DQ-21,Ingenieurin / Ingenieur,Ing.
MINT,customers,ba75b395-cec1-4f21-bd9a-240d4fc9edb1,occupation,DQ-21,Lehrerin / Lehrer,Lehrerin Primar
MINT,customers,00947de3-d6b7-4d19-965f-97e68277f3bf,createdAt,DQ-20,2025-05-15T09:54:34Z,2025-05-15T09:54:34
MINT,customers,a66c5e88-d903-47aa-9908-440e4079a3c4,createdAt,DQ-20,2025-05-15T14:10:20Z,2025-05-15T14:10:20
MINT,customers,0e535a89-b180-4f89-b881-cc36e7068251,createdAt,DQ-20,2025-02-01T07:45:52Z,2025-02-01T07:45:52
MINT,customers,ed9b7722-46f7-4687-8037-0b4171e61549,occupation,DQ-21,Rentnerin / Rentner,AHV
MINT,customers,30139a80-e85d-41ac-9d18-81ea9e34c1f5,occupation,DQ-21,Ingenieurin / Ingenieur,Engineer
MINT,customers,f6fe4e19-de59-4c56-b5c8-b42beecfa90b,occupation,DQ-21,Beraterin / Berater,Beratung
MINT,customers,d6e87d0d-8eac-445a-85b8-97f00b899fe8,occupation,DQ-21,Selbständige Unternehmerin / Selbständiger Unternehmer,Eigenes Geschäft
MINT,customers,225595c8-aeef-4b14-8a3d-f3bc84256258,occupation,DQ-21,Rentnerin / Rentner,AHV
MINT,customers,34f0210e-fa16-47e9-ab0e-9198e4827640,occupation,DQ-21,Lehrerin / Lehrer,Gymnasiallehrer
MINT,customers,7866b587-c209-4034-97d7-6a674350cf52,occupation,DQ-21,Verkäuferin / Verkäufer,Verkauf
MINT,customers,d6c91aa3-27af-440b-9c5e-88f12a5f3062,createdAt,DQ-20,2022-11-01T11:33:29Z,2022-11-01T11:33:29
MINT,customers,0c54ce02-5995-4a84-bd0f-4f6afa05cd99,occupation,DQ-21,Lehrerin / Lehrer,Gymnasiallehrer
MINT,customers,0a1c6c10-a000-4fd1-8e95-8224994c1ad2,createdAt,DQ-20,1999-05-01T07:41:39Z,1999-05-01T07:41:39
MINT,customers,21574973-9237-475e-a4dd-f2c1d99be6ac,occupation,DQ-21,Selbständige Unternehmerin / Selbständiger Unternehmer,Eigenes Geschäft
MINT,customers,56453a61-4783-4524-a633-ebe1e8a5d3e7,occupation,DQ-21,Kaufmännische Angestellte / Kaufmännischer Angestellter,KV
MINT,customers,8dd56491-af91-4f04-9550-d5d20a8883c0,createdAt,DQ-20,2022-10-01T12:35:28Z,2022-10-01T12:35:28
MINT,customers,7a59a216-05ca-4c7c-b2cf-e083c01b65a4,createdAt,DQ-20,2013-03-01T12:32:38Z,2013-03-01T12:32:38
MINT,customers,932e8d68-ac43-40cb-92f5-ceb0d8a9d5cc,occupation,DQ-21,Studentin / Student,Studentin ETH
MINT,customers,cd2b0788-52b4-4915-bac3-b0169b701958,occupation,DQ-21,Rentnerin / Rentner,pensioniert
MINT,customers,06108e1a-af0e-4973-b74b-f2b01748501c,createdAt,DQ-20,2025-10-01T09:00:17Z,2025-10-01T09:00:17
MINT,customers,fa973b33-8cc0-4ca2-9128-5330f39b311d,createdAt,DQ-20,2025-11-01T17:34:18Z,2025-11-01T17:34:18
MINT,customers,02e9b772-8911-4189-94c3-7b63673c3237,email,DQ-18,,kunde.2@post.example
MINT,customers,db32d2c4-f4c3-454e-b9db-425e4f006e32,createdAt,DQ-20,2025-05-15T14:34:22Z,2025-05-15T14:34:22
MINT,customers,1678fbb8-3591-4b33-842e-cd90647e56fb,occupation,DQ-21,Informatikerin / Informatiker,🧑‍💻
MINT,customers,e84d8420-76cf-4a19-8888-9dfa10642f42,createdAt,DQ-20,2025-05-15T08:40:44Z,2025-05-15T08:40:44
MINT,customers,bf68859e-8755-41d1-a8ab-786b79f5f713,createdAt,DQ-20,2025-05-15T14:04:36Z,2025-05-15T14:04:36
MINT,customers,98b035b0-9e81-48f0-a083-380bc8c82732,occupation,DQ-21,Studentin / Student,Studi
MINT,customers,16a149c2-a085-4302-bc58-62c3caf7c6aa,createdAt,DQ-20,2025-04-01T12:40:52Z,2025-04-01T12:40:52
MINT,customers,cee8970f-74e0-4512-8d37-de9d559cb82e,occupation,DQ-21,Rentnerin / Rentner,Ruhestand
MINT,customers,a0140784-3c10-4ed1-b27b-80984f502286,occupation,DQ-21,Rentnerin / Rentner,AHV
MINT,customers,059e20ad-b1fa-4d71-a550-a01c0353cbf3,createdAt,DQ-20,2025-05-15T16:27:56Z,2025-05-15T16:27:56
MINT,customers,b3524e1e-9f9c-40bc-9716-fd4036552425,occupation,DQ-21,Pflegefachfrau / Pflegefachmann,Pflege
MINT,customers,9a3e4724-698b-4f34-9d97-19a5f605abf6,occupation,DQ-21,Lehrerin / Lehrer,Gymnasiallehrer
MINT,customers,70fdd73f-068f-4c6a-8f39-aa30bccca966,occupation,DQ-21,Studentin / Student,Student
MINT,customers,a0a42fbe-2740-4b6d-990e-186f894687e5,occupation,DQ-21,Studentin / Student,Studi
MINT,customers,9ee8693a-97ff-4d09-b136-a2608a3a9561,createdAt,DQ-20,2025-05-15T11:22:24Z,2025-05-15T11:22:24
MINT,customers,a05f0483-07d4-44f8-ab9f-ffd2d4e0e0a3,createdAt,DQ-20,2025-05-15T11:02:17Z,2025-05-15T11:02:17
MINT,customers,6cd7e44d-bada-49f9-9465-75fe0dadbd96,occupation,DQ-21,Selbständige Unternehmerin / Selbständiger Unternehmer,Unternehmer
MINT,customers,9580d0b3-3657-433c-8533-ed10780ca337,createdAt,DQ-20,2016-11-01T10:35:05Z,2016-11-01T10:35:05
MINT,customers,0928f985-9c40-455d-96fb-9b84268b20df,createdAt,DQ-20,2025-05-15T15:38:11Z,2025-05-15T15:38:11
MINT,customers,997f5481-df37-41a4-acf0-f61035556a89,occupation,DQ-21,Kaufmännische Angestellte / Kaufmännischer Angestellter,kaufm. Angestellte
MINT,customers,f8b313f7-1e02-47c9-81c5-8253800934f7,address.city,DQ-13,Köln,köln
MINT,customers,ebc34fda-a083-4def-8472-18fcff35378a,occupation,DQ-21,Informatikerin / Informatiker,🧑‍💻
MINT,customers,ebc34fda-a083-4def-8472-18fcff35378a,address.city,DQ-13,Wattwil,wattwil
MINT,customers,9dc3c0d9-ba79-4069-b270-cbee4856cadb,person.birthDate,DQ-24,1973-05-15,1900-01-01
MINT,customers,39c0fd4d-3120-4662-8c45-0a1a3f92c3ec,occupation,DQ-21,Pflegefachfrau / Pflegefachmann,Krankenschwester
MINT,customers,719cdca9-c56b-41c3-a92e-1bd8ac9aaeef,occupation,DQ-21,Informatikerin / Informatiker,🧑‍💻
